gen,inventor,assignee,location,id,similarity,claims,root
2,41.0,15.0,16.0,17.0,0.25993850337047325,14.578947368421053,4390641
3,255.0,68.0,62.0,126.0,0.3190489860264946,18.949640287769785,4390641
1,24.0,10.0,9.0,11.0,0.1861603246493773,23.0,6277329
2,88.0,23.0,22.0,50.0,0.22893746465444564,18.14,6277329
3,428.0,59.0,63.0,297.0,0.2381162179092801,21.559121621621625,6277329
1,2.0,1.0,1.0,1.0,0.2686640024185181,9.0,4951509
2,28.0,10.0,10.0,11.0,0.23647042702544815,16.181818181818183,4951509
3,210.0,46.0,44.0,149.0,0.22879102811490365,19.581151832460733,4951509
1,10.0,3.0,3.0,3.0,0.2387100656827291,21.33333333333333,5295616
2,35.0,11.0,10.0,16.0,0.26527953147888184,12.8125,5295616
3,185.0,33.0,31.0,94.0,0.2605111393712315,14.245098039215687,5295616
1,7.0,1.0,1.0,2.0,0.5000458657741547,25.5,6268950
2,80.0,11.0,10.0,58.0,0.27703217922125833,35.83050847457627,6268950
3,923.0,142.0,121.0,1043.0,0.3116286286680691,29.949208829849578,6268950
1,9.0,6.0,3.0,8.0,0.4379495345056057,8.75,4198128
2,67.0,19.0,12.0,44.0,0.40589825279182856,15.688888888888886,4198128
3,654.0,143.0,117.0,757.0,0.31072014668575776,18.348350764279967,4198128
1,12.0,4.0,4.0,5.0,0.2057710945606232,24.6,6070049
2,29.0,5.0,4.0,7.0,0.2389822197811944,12.428571428571427,6070049
3,25.0,4.0,4.0,12.0,0.2906948501865069,11.666666666666664,6070049
1,7.0,4.0,4.0,4.0,0.1907031387090683,11.0,5174538
2,,,,,,,5174538
3,,,,,,,5174538
1,13.0,5.0,5.0,9.0,0.3158340967363781,16.0,4972401
2,209.0,49.0,45.0,130.0,0.23144502888956084,22.207317073170728,4972401
3,2078.0,296.0,237.0,1703.0,0.2750747785244152,17.181737979708867,4972401
1,2.0,2.0,2.0,2.0,0.4046977609395981,14.5,5582131
2,4.0,4.0,4.0,4.0,0.4427582956850529,12.5,5582131
3,6.0,5.0,5.0,6.0,0.3746304505815109,17.333333333333332,5582131
1,22.0,6.0,7.0,12.0,0.22301233063141504,19.75,6313394
2,141.0,52.0,47.0,74.0,0.25921427230040234,16.44,6313394
3,2028.0,479.0,398.0,1550.0,0.23208963907183705,17.374587458745875,6313394
1,29.0,14.0,12.0,23.0,0.2635297211615936,16.652173913043477,5707877
2,324.0,67.0,66.0,169.0,0.27999119185274696,19.809756097560975,5707877
3,1167.0,247.0,201.0,779.0,0.2709588039687173,18.95744680851064,5707877
1,15.0,5.0,6.0,5.0,0.3973514914512634,9.2,4431454
2,2.0,2.0,2.0,2.0,0.3896966129541397,5.0,4431454
3,8.0,1.0,1.0,1.0,0.27920904755592346,5.0,4431454
1,64.0,10.0,10.0,36.0,0.2344736176439457,20.86111111111111,6182108
2,932.0,99.0,79.0,471.0,0.2363891874537581,22.729523809523805,6182108
3,9335.0,747.0,441.0,6176.0,0.2222623257202854,20.642660665166293,6182108
1,10.0,5.0,5.0,5.0,0.2412952542304993,17.8,4916393
2,50.0,16.0,16.0,36.0,0.19685635012057093,20.75,4916393
3,235.0,65.0,56.0,143.0,0.2220259357065936,20.964824120603016,4916393
1,5.0,3.0,3.0,3.0,0.2954128682613373,9.333333333333334,4577859
2,22.0,8.0,8.0,12.0,0.25445995666086674,15.666666666666664,4577859
3,377.0,151.0,139.0,261.0,0.2513369618561761,18.21609195402299,4577859
1,10.0,4.0,4.0,5.0,0.3151666909456253,7.8,4339589
2,43.0,12.0,12.0,16.0,0.31887501390541306,10.294117647058824,4339589
3,182.0,36.0,40.0,89.0,0.2559429036364669,21.504761904761907,4339589
1,16.0,5.0,3.0,5.0,0.2644835948944092,10.4,4916305
2,64.0,24.0,21.0,34.0,0.20466696186100736,16.470588235294116,4916305
3,323.0,94.0,87.0,265.0,0.29781253944078684,15.933092224231466,4916305
1,31.0,9.0,8.0,14.0,0.1348735425355179,15.357142857142858,5914255
2,82.0,21.0,23.0,34.0,0.23861645864588876,21.571428571428577,5914255
3,199.0,38.0,39.0,142.0,0.3347259628991623,18.033898305084747,5914255
1,9.0,5.0,5.0,6.0,0.1801689863204956,15.833333333333336,4719359
2,46.0,22.0,20.0,27.0,0.21189497645806385,18.925925925925924,4719359
3,330.0,100.0,97.0,180.0,0.2456634858487329,22.8125,4719359
1,33.0,7.0,9.0,17.0,0.17683950943105362,19.58823529411765,5736431
2,128.0,22.0,24.0,65.0,0.2334809062529856,18.64179104477612,5736431
3,516.0,91.0,82.0,375.0,0.26738329590775417,18.480565371024735,5736431
1,12.0,4.0,4.0,6.0,0.17169635966420174,16.0,4677836
2,52.0,20.0,19.0,22.0,0.2970619897047679,13.375,4677836
3,942.0,182.0,165.0,642.0,0.23587374469750996,18.24558080808081,4677836
1,5.0,2.0,2.0,2.0,0.2796146422624588,6.5,5322395
2,1.0,1.0,2.0,2.0,0.24379682540893555,46.5,5322395
3,6.0,3.0,3.0,6.0,0.20577286048368973,16.181818181818183,5322395
1,7.0,2.0,2.0,2.0,0.23557582497596735,31.0,4567421
2,17.0,11.0,9.0,14.0,0.25163090761218754,15.857142857142858,4567421
3,299.0,104.0,87.0,206.0,0.2339631964987759,17.221719457013574,4567421
1,5.0,3.0,3.0,5.0,0.29958106875419616,12.8,4381044
2,14.0,9.0,5.0,12.0,0.3204542174935341,16.083333333333332,4381044
3,434.0,102.0,82.0,348.0,0.27052931467833685,20.211812627291238,4381044
1,5.0,1.0,1.0,1.0,0.35541486740112305,23.0,5532134
2,2.0,1.0,1.0,1.0,0.3416658639907837,23.0,5532134
3,14.0,1.0,1.0,3.0,0.5370860199133555,13.0,5532134
1,50.0,15.0,15.0,13.0,0.2518647263447444,19.166666666666668,4342201
2,67.0,20.0,18.0,31.0,0.2475669350354902,15.096774193548386,4342201
3,329.0,88.0,91.0,225.0,0.33753080845579203,20.539597315436247,4342201
1,3.0,1.0,1.0,1.0,0.5049115419387817,8.0,4423770
2,1.0,1.0,1.0,1.0,0.2312541753053665,14.0,4423770
3,1.0,1.0,1.0,1.0,0.1351516991853714,26.0,4423770
1,3.0,2.0,2.0,2.0,0.2901030331850052,20.5,5676264
2,8.0,2.0,2.0,2.0,0.2885313332080841,18.5,5676264
3,,,,,,,5676264
1,25.0,9.0,8.0,10.0,0.3040308848023415,14.6,5300160
2,177.0,60.0,54.0,70.0,0.2430014076667863,15.91891891891892,5300160
3,1005.0,232.0,195.0,575.0,0.2518345789020087,19.138069705093837,5300160
1,10.0,4.0,3.0,7.0,0.2984326588256018,8.857142857142858,4158855
2,85.0,33.0,30.0,48.0,0.29163189933580513,12.647058823529413,4158855
3,878.0,173.0,142.0,596.0,0.22604870209003225,17.69093851132686,4158855
1,32.0,9.0,9.0,20.0,0.2697447165846825,13.2,5252654
2,285.0,62.0,50.0,141.0,0.3126054216225289,19.17105263157895,5252654
3,4353.0,620.0,424.0,2968.0,0.2682878324876588,18.9299659681175,5252654
1,21.0,9.0,9.0,10.0,0.2959641650319099,19.4,4937778
2,329.0,102.0,80.0,215.0,0.22481268955499076,25.434579439252328,4937778
3,17446.0,1965.0,1022.0,16272.0,0.20055622303766835,24.35309488812673,4937778
1,4.0,1.0,1.0,1.0,0.3093210756778717,8.0,5043437
2,89.0,19.0,18.0,67.0,0.2989887023594842,26.059701492537318,5043437
3,386.0,88.0,66.0,430.0,0.3875966881992172,20.477116704805493,5043437
1,1.0,1.0,1.0,1.0,0.32380372285842896,20.0,4286809
2,46.0,19.0,19.0,19.0,0.193870101712252,17.789473684210527,4286809
3,785.0,247.0,218.0,549.0,0.23034399933403896,20.681472081218274,4286809
1,4.0,2.0,3.0,3.0,0.314370334148407,18.33333333333333,4496122
2,31.0,13.0,13.0,14.0,0.2341059306088616,15.470588235294118,4496122
3,215.0,51.0,50.0,117.0,0.3023129558892219,17.24675324675325,4496122
1,40.0,10.0,8.0,19.0,0.22440141282583534,14.421052631578947,4867859
2,297.0,82.0,65.0,138.0,0.23079540280343816,17.712230215827336,4867859
3,5286.0,552.0,391.0,3975.0,0.3107754589285182,17.981405495247493,4867859
1,6.0,3.0,3.0,6.0,0.22228774428367612,16.166666666666668,5549186
2,32.0,12.0,13.0,18.0,0.3167309871186381,19.695652173913047,5549186
3,147.0,55.0,50.0,88.0,0.2708425343102008,16.035087719298247,5549186
1,38.0,9.0,11.0,22.0,0.31211705099452625,8.863636363636363,5607327
2,124.0,27.0,26.0,62.0,0.2842941465286108,10.846153846153848,5607327
3,681.0,128.0,124.0,404.0,0.2440614097405757,12.756190476190474,5607327
1,42.0,12.0,11.0,14.0,0.1418869100244982,23.857142857142854,5617031
2,122.0,27.0,27.0,50.0,0.3556306121604783,33.32857142857143,5617031
3,652.0,139.0,131.0,415.0,0.2530101871843449,26.510378510378512,5617031
1,71.0,12.0,11.0,44.0,0.17943220674483615,19.863636363636363,5294568
2,713.0,111.0,92.0,336.0,0.2542864833027124,18.497222222222227,5294568
3,6005.0,557.0,374.0,4326.0,0.3256941512879055,18.461353269133298,5294568
1,12.0,4.0,5.0,9.0,0.23220761948161656,18.444444444444443,5778890
2,64.0,14.0,15.0,32.0,0.22155850809631925,22.03030303030303,5778890
3,659.0,93.0,91.0,533.0,0.19736689352704326,17.679411764705886,5778890
1,10.0,3.0,3.0,4.0,0.35329804569482803,27.25,4968842
2,74.0,16.0,18.0,25.0,0.3664413559436798,15.4,4968842
3,610.0,80.0,75.0,734.0,0.18885060150355704,16.7084917617237,4968842
1,15.0,7.0,8.0,7.0,0.14997126960328647,14.0,6039637
2,18.0,7.0,8.0,10.0,0.15876773074269296,15.5,6039637
3,54.0,20.0,20.0,27.0,0.21706442300590773,14.35483870967742,6039637
1,15.0,7.0,6.0,10.0,0.33737176954746245,13.4,4601289
2,123.0,30.0,26.0,57.0,0.3291962090278825,17.548387096774196,4601289
3,7595.0,1158.0,845.0,9168.0,0.2822859999495322,20.41391672777642,4601289
1,10.0,8.0,8.0,8.0,0.32794835418462753,15.0,4378964
2,78.0,27.0,29.0,44.0,0.2398895410464165,14.148936170212766,4378964
3,763.0,215.0,192.0,493.0,0.2600748170478926,19.511659807956104,4378964
1,26.0,9.0,9.0,11.0,0.2678341255946593,16.727272727272727,4821528
2,263.0,70.0,66.0,114.0,0.2369533467273681,17.623931623931625,4821528
3,2895.0,437.0,354.0,2059.0,0.2382748305077255,18.999385182908085,4821528
1,13.0,5.0,5.0,6.0,0.1261876771847407,16.666666666666668,6317391
2,69.0,14.0,13.0,30.0,0.2361561571558317,18.733333333333334,6317391
3,267.0,29.0,32.0,122.0,0.24087551837765625,20.17241379310345,6317391
1,21.0,8.0,7.0,7.0,0.24043771837438854,14.428571428571427,4969672
2,103.0,39.0,31.0,48.0,0.20108376706347747,14.803921568627453,4969672
3,1418.0,300.0,248.0,850.0,0.23363640660704196,15.782203389830508,4969672
1,1.0,1.0,1.0,1.0,0.5813963413238525,6.0,4509496
2,2.0,2.0,2.0,2.0,0.4848206490278245,15.0,4509496
3,23.0,14.0,15.0,15.0,0.3228569360716002,18.214285714285715,4509496
1,33.0,8.0,7.0,13.0,0.25264165034660924,12.384615384615385,5180691
2,290.0,54.0,40.0,160.0,0.25388438684098863,17.576470588235296,5180691
3,2926.0,324.0,247.0,2517.0,0.2507477095285437,19.917588620456087,5180691
1,20.0,1.0,1.0,7.0,0.3863736263343266,54.85714285714285,4788148
2,84.0,16.0,13.0,42.0,0.2806238023729264,18.68354430379747,4788148
3,303.0,51.0,54.0,219.0,0.38242107271952064,18.11842105263158,4788148
1,14.0,3.0,2.0,5.0,0.3413033932447433,6.6,4521260
2,37.0,14.0,12.0,20.0,0.3099062390625477,14.45,4521260
3,156.0,38.0,41.0,84.0,0.2933072777092457,18.65,4521260
1,2.0,2.0,2.0,2.0,0.22088684141635886,5.0,4988128
2,5.0,2.0,2.0,2.0,0.2703053206205368,17.0,4988128
3,,,,,,,4988128
1,8.0,6.0,6.0,5.0,0.23228971958160397,9.0,4583634
2,76.0,30.0,29.0,37.0,0.21499999229972427,15.91891891891892,4583634
3,1492.0,300.0,253.0,765.0,0.2283582479913572,17.892787524366472,4583634
1,26.0,9.0,9.0,11.0,0.2494256157766689,14.545454545454545,5200220
2,97.0,30.0,29.0,53.0,0.3298930382089956,21.125,5200220
3,690.0,146.0,136.0,396.0,0.2630519466438414,19.420233463035014,5200220
1,2.0,2.0,2.0,2.0,0.265969380736351,6.0,6237229
2,11.0,6.0,7.0,10.0,0.3349173292517662,9.5,6237229
3,55.0,16.0,15.0,33.0,0.2505191304810243,13.876712328767125,6237229
1,5.0,2.0,2.0,2.0,0.3020133078098297,20.5,5719772
2,8.0,5.0,5.0,8.0,0.2793300598859787,27.0,5719772
3,2550.0,394.0,280.0,2102.0,0.2686701506901047,24.805348108889426,5719772
1,23.0,6.0,6.0,8.0,0.15522159729152918,13.125,6080367
2,53.0,18.0,17.0,25.0,0.2608438314035021,17.17241379310345,6080367
3,73.0,19.0,20.0,45.0,0.25915863226961205,18.759259259259263,6080367
1,3.0,2.0,1.0,2.0,0.09648701921105383,28.0,4191145
2,40.0,15.0,13.0,23.0,0.31153884985380703,14.185185185185185,4191145
3,215.0,40.0,42.0,120.0,0.28822723187898336,14.751879699248118,4191145
1,16.0,6.0,6.0,8.0,0.2617446891963482,10.125,4191441
2,145.0,43.0,42.0,63.0,0.23286711098626256,14.203125,4191441
3,1755.0,400.0,327.0,1179.0,0.21979714643253326,16.614671814671816,4191441
1,3.0,1.0,1.0,2.0,0.3603603541851044,23.0,4138212
2,93.0,31.0,29.0,36.0,0.3161716372951081,23.26315789473684,4138212
3,479.0,136.0,122.0,258.0,0.334776762395333,19.353846153846156,4138212
1,14.0,3.0,3.0,9.0,0.5992874768045213,12.111111111111109,4504508
2,34.0,9.0,9.0,20.0,0.5114823689927226,18.73913043478261,4504508
3,312.0,86.0,80.0,191.0,0.2992062470271387,23.484732824427482,4504508
1,23.0,5.0,5.0,6.0,0.21213039755821228,13.833333333333336,4785010
2,111.0,19.0,22.0,40.0,0.2485534490086138,20.575,4785010
3,576.0,101.0,82.0,311.0,0.3007840722782054,18.291666666666668,4785010
1,40.0,14.0,14.0,25.0,0.39253381729125975,18.52,4552872
2,402.0,125.0,109.0,214.0,0.29973161842471385,15.581589958158993,4552872
3,7513.0,1467.0,928.0,7103.0,0.33032669741798604,22.569470559129144,4552872
1,36.0,8.0,9.0,23.0,0.2405857741832733,31.695652173913047,5330496
2,761.0,157.0,123.0,460.0,0.2367297228201534,21.177777777777774,5330496
3,12393.0,1723.0,1025.0,15114.0,0.2609044337097574,17.174886382763844,5330496
1,9.0,5.0,5.0,5.0,0.2481618881225586,17.0,6206334
2,13.0,5.0,5.0,8.0,0.2027713879942894,17.0,6206334
3,60.0,22.0,25.0,38.0,0.27581070934732754,18.511111111111113,6206334
1,34.0,10.0,10.0,18.0,0.2615160006615851,23.83333333333333,6091805
2,276.0,47.0,39.0,156.0,0.2437739173875996,20.74846625766871,6091805
3,2870.0,353.0,245.0,1994.0,0.24032212971227024,22.803783889213964,6091805
1,23.0,7.0,8.0,8.0,0.3183737136423588,10.5,5017122
2,94.0,32.0,29.0,33.0,0.33222704249269824,15.764705882352944,5017122
3,637.0,165.0,155.0,404.0,0.2957165994586323,22.058346839546193,5017122
1,2.0,1.0,1.0,1.0,0.2530206143856049,10.0,4231674
2,4.0,3.0,3.0,3.0,0.2562477837006251,19.666666666666668,4231674
3,7.0,4.0,3.0,6.0,0.08772286958992481,7.5,4231674
1,3.0,1.0,1.0,1.0,0.3614329099655152,18.0,5942258
2,9.0,5.0,6.0,6.0,0.2631178200244904,13.666666666666664,5942258
3,4.0,2.0,2.0,2.0,0.2654228210449219,7.5,5942258
1,18.0,5.0,5.0,9.0,0.3974690900908576,13.666666666666664,4728411
2,123.0,24.0,26.0,62.0,0.31718554528197274,15.84375,4728411
3,1674.0,296.0,251.0,1026.0,0.2809881220784351,16.742778541953232,4728411
1,3.0,3.0,3.0,3.0,0.20579275488853452,8.0,5066353
2,81.0,30.0,30.0,53.0,0.19392336504358165,19.18867924528302,5066353
3,875.0,225.0,213.0,950.0,0.19331055585038334,19.069644208932623,5066353
1,1.0,1.0,1.0,1.0,0.2814292907714844,16.0,4798124
2,17.0,7.0,7.0,13.0,0.3064652555263959,20.0,4798124
3,222.0,96.0,99.0,267.0,0.3098226834974903,16.42397137745975,4798124
1,26.0,11.0,13.0,15.0,0.25439920673767724,19.53333333333333,6256372
2,222.0,56.0,55.0,96.0,0.24805164381324016,21.164948453608247,6256372
3,1852.0,312.0,271.0,1366.0,0.33067182356323305,21.059795990151244,6256372
1,5.0,3.0,3.0,3.0,0.2451478640238444,27.66666666666667,5585771
2,13.0,2.0,2.0,11.0,0.395341309634122,24.09090909090909,5585771
3,338.0,53.0,52.0,173.0,0.23811862990260124,19.725752508361204,5585771
1,38.0,4.0,4.0,16.0,0.27839401829987764,12.4375,6197406
2,122.0,10.0,8.0,51.0,0.3208979970908591,21.214285714285715,6197406
3,194.0,30.0,29.0,126.0,0.3684734382666647,20.175,6197406
1,52.0,15.0,14.0,21.0,0.2571857756092435,28.33333333333333,5170461
2,333.0,87.0,69.0,155.0,0.2262786356676145,21.078313253012052,5170461
3,4123.0,655.0,439.0,2830.0,0.248166213126346,19.84579351695709,5170461
1,72.0,17.0,17.0,29.0,0.22894780723185376,24.13793103448276,5444840
2,830.0,165.0,129.0,445.0,0.18245004402615247,23.27293064876957,5444840
3,17876.0,2015.0,923.0,15105.0,0.2122208702530265,22.43373958654736,5444840
1,11.0,3.0,3.0,3.0,0.2770667672157288,5.0,4702466
2,68.0,18.0,14.0,32.0,0.2390078247990459,13.6875,4702466
3,404.0,41.0,39.0,203.0,0.25938322714396883,14.221198156682027,4702466
1,5.0,3.0,3.0,4.0,0.1737768668681383,23.75,4353431
2,10.0,4.0,4.0,4.0,0.2507054284214973,16.5,4353431
3,55.0,17.0,11.0,33.0,0.22895989600907676,19.295454545454547,4353431
1,8.0,2.0,2.0,2.0,0.3725745677947998,12.5,4670439
2,14.0,3.0,3.0,8.0,0.40343454107642174,20.375,4670439
3,231.0,33.0,35.0,133.0,0.27215902810466697,14.593103448275864,4670439
1,17.0,8.0,8.0,10.0,0.2568726524710655,13.8,4447040
2,71.0,29.0,27.0,39.0,0.2575276278787189,13.777777777777779,4447040
3,628.0,214.0,180.0,459.0,0.21627193612083606,19.48009950248756,4447040
1,29.0,12.0,7.0,20.0,0.19974539168179034,14.0,5051849
2,162.0,43.0,38.0,121.0,0.2542617267883215,15.991803278688526,5051849
3,1011.0,174.0,151.0,675.0,0.2940893954337629,17.407938257993386,5051849
1,13.0,6.0,7.0,8.0,0.2564532794058323,11.875,4666063
2,109.0,33.0,31.0,55.0,0.2704091775896294,17.910714285714285,4666063
3,1424.0,387.0,323.0,1180.0,0.2554491909765299,19.211588541666668,4666063
1,4.0,3.0,3.0,3.0,0.2830857336521149,11.333333333333336,5445200
2,18.0,9.0,8.0,12.0,0.21749516886969408,20.166666666666668,5445200
3,162.0,60.0,56.0,93.0,0.24606541564518755,17.1,5445200
1,7.0,3.0,4.0,4.0,0.2729218751192093,17.75,5497514
2,21.0,9.0,9.0,9.0,0.2591428741812706,15.8,5497514
3,83.0,26.0,27.0,56.0,0.33049552420190736,15.42156862745098,5497514
1,9.0,3.0,3.0,3.0,0.1506949389974276,22.0,4271014
2,43.0,17.0,16.0,19.0,0.2828474131069685,16.789473684210527,4271014
3,781.0,248.0,210.0,463.0,0.2599201136787387,18.81170886075949,4271014
1,112.0,20.0,21.0,48.0,0.28875194997229475,18.680851063829788,5482858
2,346.0,85.0,70.0,160.0,0.3408806289617832,21.99547511312217,5482858
3,1357.0,252.0,186.0,950.0,0.3414418037160489,19.639325412035266,5482858
1,15.0,10.0,9.0,11.0,0.21426599811423908,20.0,4844973
2,253.0,50.0,45.0,132.0,0.24424913350437116,21.34328358208955,4844973
3,2382.0,470.0,382.0,1996.0,0.2527866631973299,17.617083555082488,4844973
1,17.0,5.0,5.0,6.0,0.25858261436223984,22.0,5395417
2,95.0,28.0,26.0,41.0,0.3294890884582589,23.439024390243897,5395417
3,816.0,177.0,154.0,562.0,0.4263391285678665,22.732356134636262,5395417
1,13.0,4.0,5.0,15.0,0.13774565731485686,25.466666666666665,5538983
2,89.0,25.0,23.0,57.0,0.40438884090293536,15.662337662337663,5538983
3,271.0,68.0,66.0,239.0,0.33142882540526514,21.834134615384613,5538983
1,5.0,2.0,2.0,2.0,0.24519915878772736,15.5,4344321
2,6.0,3.0,3.0,3.0,0.33026089270909625,32.333333333333336,4344321
3,58.0,14.0,12.0,33.0,0.2926237774200929,18.58974358974359,4344321
1,16.0,7.0,8.0,9.0,0.34120511677530074,12.111111111111109,5641194
2,123.0,24.0,24.0,54.0,0.33739635900214865,16.61111111111111,5641194
3,1641.0,210.0,191.0,895.0,0.2673904527339337,14.407494145199065,5641194
1,8.0,2.0,3.0,4.0,0.2645134851336479,31.5,5316120
2,62.0,21.0,18.0,35.0,0.17261026613414288,18.97142857142857,5316120
3,3384.0,558.0,392.0,3077.0,0.31513307433731963,29.13228113010115,5316120
1,19.0,8.0,6.0,16.0,0.2979545760899782,15.125,5208625
2,96.0,26.0,16.0,61.0,0.2828546182643021,13.870967741935484,5208625
3,412.0,94.0,73.0,345.0,0.2316965211767285,16.681122448979593,5208625
1,3.0,3.0,3.0,3.0,0.35991475979487103,12.0,4972559
2,26.0,7.0,6.0,14.0,0.297348540276289,14.857142857142858,4972559
3,302.0,78.0,72.0,199.0,0.2799662666216697,16.688356164383563,4972559
1,16.0,5.0,5.0,10.0,0.2627305015921593,18.4,5938695
2,120.0,22.0,27.0,72.0,0.25940641617938265,21.575342465753426,5938695
3,625.0,116.0,103.0,475.0,0.287852404368885,19.865707434052762,5938695
1,3.0,3.0,3.0,3.0,0.3178808291753133,12.666666666666664,4705409
2,60.0,19.0,20.0,23.0,0.29199847179864136,20.321428571428573,4705409
3,1320.0,378.0,311.0,854.0,0.2932634593359349,20.41307371349096,4705409
1,9.0,4.0,4.0,4.0,0.24080467969179156,16.5,4575936
2,44.0,19.0,19.0,23.0,0.252021741769884,19.130434782608692,4575936
3,372.0,126.0,120.0,288.0,0.26706240578573576,19.744897959183675,4575936
1,18.0,7.0,7.0,8.0,0.33477385714650154,24.375,5437925
2,148.0,43.0,38.0,63.0,0.3208066451717431,17.985915492957748,5437925
3,633.0,159.0,145.0,402.0,0.3019278009004634,20.432601880877744,5437925
1,3.0,1.0,1.0,1.0,0.2844181954860687,37.0,4715173
2,9.0,3.0,3.0,5.0,0.2286770634353161,10.6,4715173
3,633.0,148.0,139.0,417.0,0.2514114047182396,16.148471615720524,4715173
1,12.0,5.0,5.0,5.0,0.3041074752807617,14.0,5716926
2,44.0,17.0,17.0,18.0,0.3937372275524669,17.38888888888889,5716926
3,309.0,70.0,73.0,257.0,0.35694081075035217,21.836585365853658,5716926
1,53.0,23.0,20.0,25.0,0.2816790845245123,18.5,4330833
2,895.0,222.0,158.0,485.0,0.2196923278185953,20.585513078470825,4330833
3,27833.0,3172.0,1598.0,24496.0,0.20865335054042936,21.39023639669884,4330833
1,5.0,2.0,2.0,2.0,0.2856580391526222,20.0,6262173
2,30.0,6.0,8.0,10.0,0.379768842458725,18.4,6262173
3,95.0,11.0,13.0,55.0,0.3776079005364216,16.616161616161616,6262173
1,2.0,1.0,1.0,1.0,0.3412320911884308,5.0,4168820
2,9.0,4.0,4.0,4.0,0.2500845044851303,15.0,4168820
3,93.0,39.0,39.0,80.0,0.26915375624276416,23.531645569620252,4168820
1,5.0,2.0,2.0,3.0,0.17170665413141248,19.33333333333333,4730485
2,231.0,79.0,71.0,113.0,0.19278621812877447,19.026086956521734,4730485
3,3707.0,694.0,503.0,2518.0,0.1821660957073668,21.648426812585498,4730485
1,8.0,4.0,4.0,6.0,0.2707803919911385,19.0,5586802
2,83.0,32.0,30.0,38.0,0.2493435982614756,21.357142857142858,5586802
3,1542.0,428.0,388.0,1180.0,0.2659559913197629,19.025144508670518,5586802
1,20.0,6.0,6.0,8.0,0.2534923225175589,21.125,6307697
2,57.0,13.0,12.0,24.0,0.3389232540130615,18.96,6307697
3,447.0,40.0,33.0,345.0,0.339883027439828,19.557155715571557,6307697
1,6.0,2.0,2.0,2.0,0.35310615599155426,20.0,5314140
2,12.0,6.0,6.0,7.0,0.3289811153497015,11.571428571428573,5314140
3,81.0,28.0,33.0,49.0,0.2626367284327137,15.755102040816329,5314140
1,16.0,4.0,3.0,6.0,0.3356577108303706,14.333333333333336,6040213
2,131.0,16.0,18.0,73.0,0.29110996604343004,14.848101265822786,6040213
3,503.0,43.0,51.0,486.0,0.22904600475769524,16.455045871559633,6040213
1,3.0,2.0,2.0,2.0,0.14151025936007502,10.0,5464157
2,82.0,26.0,25.0,35.0,0.2134336307644844,17.82857142857143,5464157
3,2248.0,418.0,324.0,1737.0,0.2463453038103817,21.571205821205826,5464157
1,41.0,7.0,4.0,11.0,0.29822608828544617,10.727272727272727,5938494
2,113.0,23.0,16.0,43.0,0.31504754620519554,13.454545454545455,5938494
3,273.0,48.0,36.0,134.0,0.2493456845077571,14.595505617977526,5938494
1,23.0,9.0,9.0,13.0,0.22106959040348345,28.07692307692308,5837172
2,206.0,56.0,53.0,108.0,0.2552308041987748,18.681034482758623,5837172
3,1757.0,336.0,290.0,1140.0,0.30288120118795697,17.61367924528302,5837172
1,29.0,14.0,13.0,15.0,0.2357705980539322,12.133333333333333,5793611
2,212.0,54.0,53.0,115.0,0.21389043348962847,17.295652173913044,5793611
3,1953.0,316.0,245.0,1123.0,0.24314088707462544,18.29926519706079,5793611
1,5.0,3.0,3.0,5.0,0.4600969433784485,10.2,4276838
2,10.0,4.0,4.0,5.0,0.2700098931789398,13.2,4276838
3,129.0,34.0,41.0,78.0,0.2823276411660988,14.58695652173913,4276838
1,10.0,6.0,6.0,7.0,0.2504471263715199,15.714285714285715,4815304
2,49.0,21.0,23.0,30.0,0.2384574887653192,17.366666666666667,4815304
3,204.0,90.0,90.0,148.0,0.22976027560309045,17.74213836477987,4815304
1,5.0,2.0,2.0,2.0,0.2375643998384476,18.0,5893774
2,30.0,15.0,14.0,13.0,0.18872237434754005,15.615384615384615,5893774
3,94.0,24.0,27.0,56.0,0.2511933773422419,14.582089552238806,5893774
1,2.0,1.0,1.0,1.0,0.2932015657424927,2.0,5294124
2,8.0,4.0,4.0,4.0,0.2991418778896332,15.0,5294124
3,267.0,75.0,72.0,228.0,0.22444494689408195,22.204334365325078,5294124
1,17.0,4.0,3.0,7.0,0.3664542777197702,30.857142857142854,5755297
2,114.0,17.0,14.0,58.0,0.3040859803557396,23.025,5755297
3,1040.0,128.0,111.0,880.0,0.33613264939697435,21.58985667034179,5755297
1,1.0,1.0,1.0,4.0,0.2570857107639313,20.5,5379914
2,59.0,25.0,23.0,34.0,0.24044778351398075,14.676470588235292,5379914
3,736.0,252.0,233.0,548.0,0.2564197917182818,19.108395324123272,5379914
1,18.0,7.0,7.0,8.0,0.31884535402059555,15.375,5194057
2,81.0,29.0,29.0,43.0,0.24900422600859945,15.863636363636365,5194057
3,659.0,177.0,161.0,467.0,0.2552287734876131,19.177290836653388,5194057
1,5.0,2.0,2.0,2.0,0.5780635029077529,17.5,4895940
2,2.0,1.0,1.0,1.0,0.3621902763843536,13.0,4895940
3,4.0,2.0,2.0,2.0,0.3020056635141373,8.5,4895940
1,20.0,9.0,9.0,11.0,0.35376743836836383,14.636363636363635,4529447
2,101.0,32.0,28.0,48.0,0.3276767000263813,16.392156862745097,4529447
3,820.0,165.0,140.0,512.0,0.3148127189544695,24.17,4529447
1,5.0,3.0,3.0,3.0,0.27081921696662903,12.666666666666664,5367693
