"","patent_id","num_citations"
"667",5933136,914
"668",5933498,920
"669",5933811,1354
"670",5941442,870
"671",5943422,972
"672",5944715,901
"673",5944738,885
"674",5947820,963
"675",5948040,1828
"676",5948061,2075
"677",5951397,1028
"678",5954259,1230
"679",5956716,1196
"680",5957854,996
"681",5957949,1112
"682",5960411,1819
"683",5963953,1330
"684",5964774,1018
"685",5965380,1153
"686",5968830,1152
"687",5980384,1130
"688",5982891,1115
"689",5987611,1074
"690",5987622,873
"691",5991414,988
"692",5991735,996
"693",5997401,860
"694",5997476,922
"695",5998925,866
"696",6001016,894
"697",6001067,979
"698",6002394,1026
"699",6002952,875
"700",6004269,1185
"701",6004335,1147
"702",6006264,868
"703",6009410,1143
"704",6010054,1263
"705",6011725,1194
"706",6012159,940
"707",6015346,920
"708",6016038,910
"709",6021397,898
"710",6024699,953
"711",6024741,1131
"712",6024748,909
"713",6026388,930
"714",6029141,1373
"715",6029195,1704
"716",6032849,1384
"717",6033399,1066
"718",6034882,1044
"719",6039733,900
"720",6045560,1205
"721",6046935,929
"722",6048269,878
"723",6049727,862
"724",6050472,881
"725",6050996,876
"726",6052735,992
"727",6056746,952
"728",6059289,896
"729",6063097,901
"730",6071267,935
"731",6073142,878
"732",6074386,1053
"733",6076734,1034
"734",6079606,979
"735",6081735,967
"736",6083710,1078
"737",6086544,1031
"738",6086600,1032
"739",6088608,1017
"740",6089976,1020
"741",6089977,999
"742",6091956,1195
"743",6091975,904
"744",6092083,1188
"745",6093172,963
"746",6096070,1046
"747",6097147,946
"748",6099537,918
"749",6099551,1093
"750",6102271,976
"751",6103033,1318
"752",6108703,948
"753",6109500,1150
"754",6110041,1111
"755",6112181,1088
"756",6117158,879
"757",6119028,906
"758",6119913,1175
"759",6120676,1324
"760",6121009,1144
"761",6122403,947
"762",6122536,875
"763",6126058,1005
"764",6126542,864
"765",6128277,860
"766",6132368,1068
"767",6134461,1353
"768",6134532,869
"769",6135116,874
"770",6135884,1061
"771",6143164,1195
"772",6146273,980
"773",6154738,929
"774",6159095,1037
"775",6159097,1136
"776",6159098,1015
"777",6162611,1138
"778",6168563,900
"779",6168614,943
"780",6169534,1186
"781",6174309,1103
"782",6175571,993
"783",6175752,1797
"784",6177931,2145
"785",6178425,1162
"786",6188391,1429
"787",6189011,1199
"788",6190255,1044
"789",6190353,1183
"790",6192472,1008
"791",6193129,910
"792",6197042,881
"793",6200330,935
"794",6202914,1080
"795",6208894,1114
"796",6216135,1198
"797",6222762,981
"798",6224483,886
"799",6226618,1551
"800",6231445,920
"801",6231565,956
"802",6233389,946
"803",6233471,983
"804",6233617,1303
"805",6240555,942
"806",6241139,1372
"807",6241747,995
"808",6248067,1130
"809",6250532,1124
"810",6258107,886
"811",6264086,1269
"812",6264087,1214
"813",6266669,1191
"814",6269361,1041
"815",6269369,979
"816",6269431,962
"817",6272658,905
"818",6273897,1022
"819",6275717,954
"820",6284478,982
"821",6285999,926
"822",6293925,905
"823",6293942,908
"824",6294274,3168
"825",6295530,1202
"826",6299604,876
"827",6302311,996
"828",6303238,986
"829",6310610,1098
"830",6315184,1131
"831",6321158,1126
"832",6323846,2332
"833",6324568,1184
"834",6324581,946
"835",6324693,1237
"836",6325799,882
"837",6325810,1182
"838",6329161,1208
"839",6330965,1144
"840",6331181,1076
"841",6332163,949
"842",6385596,1113
"843",6387113,942
"844",6393605,1239
"845",6400996,1236
"846",6405220,1152
"847",6415373,954
"848",6416471,911
"849",6421711,887
"850",6424847,985
"851",6425916,977
"852",6433261,1617
"853",6434550,1185
"854",6436107,1138
"855",6437692,1007
"856",6443973,1255
"857",6446089,1172
"858",6449688,1108
"859",6458153,995
"860",6460036,1052
"861",6461496,930
"862",6473794,915
"863",6478736,882
"864",6484046,1132
"865",6488196,928
"866",6488197,1023
"867",6491201,1013
"868",6491701,911
"869",6500176,1077
"870",6502131,872
"871",6503257,1046
"872",6503259,896
"873",6505768,1032
"874",6506559,993
"875",6514718,982
"876",6516227,1308
"877",6517565,885
"878",6517566,878
"879",6519571,1013
"880",6526335,866
"881",6533157,870
"882",6533784,865
"883",6535909,1324
"884",6544212,898
"885",6549908,1155
"886",6551333,862
"887",6553563,1240
"888",6554798,1028
"889",6558320,1457
"890",6558321,886
"891",6558351,1272
"892",6560461,1361
"893",6560471,1179
"894",6563174,3146
"895",6564261,937
"896",6565509,1276
"897",6570557,1076
"898",6571279,1134
"899",6571282,1340
"900",6574635,1242
"901",6575969,896
"902",6577726,1154
"903",6579690,1175
"904",6585644,931
"905",6587835,1428
"906",6591125,1173
"907",6592597,1066
"908",6601087,1265
"909",6601749,887
"910",6602252,1339
"911",6604117,1143
"912",6604128,1143
"913",6605038,918
"914",6606744,1210
"915",6609150,1220
"916",6609223,968
"917",6611537,984
"918",6618934,1010
"919",6619529,1056
"920",6621834,1149
"921",6669073,1014
"922",6674562,894
"923",6676660,918
"924",6677932,898
"925",6681979,881
"926",6754681,1156
"927",6755338,1068
"928",6760808,881
"929",6763226,904
"930",6763351,1359
"931",6763501,1188
"932",6766817,1105
"933",6768904,1138
"934",6770072,961
"935",6773409,912
"936",6773438,867
"937",6782383,1165
"938",6783524,1322
"939",6785768,991
"940",6786382,1221
"941",6790178,1135
"942",6802843,968
"943",6804330,1221
"944",6808525,882
"945",6809653,1194
"946",6810290,879
"947",6817508,953
"948",6817974,946
"949",6821273,886
"950",6826565,1141
"951",6826582,1149
"952",6826711,940
"953",6826745,1178
"954",6829655,1174
"955",6830174,1190
"956",6835199,1034
"957",6842748,1152
"958",6843403,1138
"959",6850252,1717
"960",6850895,1309
"961",6850949,1166
"962",6852915,1550
"963",6877647,1063
"964",6881551,926
"965",6889116,982
"966",6892085,878
"967",6895263,936
"968",6905057,1253
"969",6905497,867
"970",6926716,1055
"971",6929644,939
"972",6931327,879
"973",6945444,940
"974",6953138,951
"975",6953139,1011
"976",6953876,1139
"977",6958436,1140
"978",6959852,1130
"979",6960707,1141
"980",6964363,1175
"981",6967263,1133
"982",6969787,1140
"983",6972353,1133
"984",6972354,1141
"985",6972355,1119
"986",6978921,1146
"987",6979760,1143
"988",6981628,1396
"989",6981941,895
"990",6982367,1146
"991",6986451,991
"992",6988649,1056
"993",6997931,1076
"994",7000818,1268
"995",7000819,1011
"996",7003688,922
"997",7011657,878
"998",7015894,1007
"999",7024451,900
"1000",7024609,886
"1001",7025743,1224
"1002",7032798,1005
"1003",7032799,872
"1004",7037344,921
"1005",7041102,966
"1006",7044352,973
"1007",7044353,954
"1008",7049190,3096
"1009",7055731,1161
"1010",7059508,991
"1011",7061014,3186
"1012",7064346,3124
"1013",7070083,927
"1014",7070597,862
"1015",7077856,964
"1016",7083075,942
"1017",7087054,874
"1018",7090673,904
"1019",7097089,901
"1020",7103824,883
"1021",7103915,889
"1022",7105868,3097
"1023",7111115,896
"1024",7111769,1108
"1025",7114642,1025
"1026",7128253,1043
"1027",7128254,889
"1028",7128748,883
"1029",7140044,1016
"1030",7140527,904
"1031",7140528,868
"1032",7143923,928
"1033",7143925,1058
"1034",7143926,948
"1035",7146644,918
"1036",7147138,1254
"1037",7159750,1100
"1038",7160299,976
"1039",7168604,993
"1040",7171493,1015
"1041",7184064,962
"1042",7207471,977
"1043",7211825,3101
"1044",7213736,905
"1045",7222133,864
"1046",7225964,1069
"1047",7238195,927
"1048",7240236,883
"1049",7246734,1145
"1050",7258262,882
"1051",7272613,1085
"1052",7278563,882
"1053",7282782,3131
"1054",7297977,3178
"1055",7303107,871
"1056",7303108,989
"1057",7323356,3107
"1058",7328828,972
"1059",7340411,1162
"1060",7364061,947
"1061",7380695,1198
"1062",7380696,1211
"1063",7385224,3087
"1064",7402506,3120
"1065",7404508,1334
"1066",7407075,868
"1067",7407078,906
"1068",7411209,3103
"1069",7416101,1062
"1070",7419080,887
"1071",7422139,1056
"1072",7431189,900
"1073",7434715,877
"1074",7434717,992
"1075",7438209,1000
"1076",7441684,1055
"1077",7448525,899
"1078",7453065,3098
"1079",7453087,3097
"1080",7455208,979
"1081",7462862,3100
"1082",7464846,1114
"1083",7464847,885
"1084",7464849,910
"1085",7468304,3099
"1086",7472815,961
"1087",7479949,974
"1088",7481347,893
"1089",7501293,3076
"1090",7506790,976
"1091",7506791,1080
"1092",7510107,967
"1093",7549564,995
"1094",7559450,883
"1095",7568603,891
"1096",7575144,909
"1097",7588176,1007
"1098",7604150,895
"1099",7604151,966
"1100",7620655,1127
"1101",7632985,1398
"1102",7644848,994
"1103",7658311,944
"1104",7663607,2037
"1105",7665646,916
"1106",7665647,922
"1107",7670334,987
"1108",7674650,3281
"1109",7698160,912
"1110",7732819,3142
"1111",7766210,911
"1112",7770775,975
"1113",7784662,875
"1114",7798386,924
"1115",7810693,868
"1116",7845533,880
"1117",7845537,943
"1118",7861906,892
"1119",7922061,875
"1120",8053184,1172
"1121",8082301,904
"1122",8095413,924
"1123",8095594,906
"1124",8275836,912
"1125",8479122,932
