Unnamed: 0,gen,id,assignee,location,inventor,similarity,nber,root,comparative,claims
1,2.0,2.0,4.0,6.0,7.0,0.28793950895873865,0.53451362216658,6154471.0,1.0,
2,3.0,0.0,1.0,2.0,0.0,0.2009253912810202,0.3084587831901349,6154471.0,1.0,
0,1.0,79.0,25.0,22.0,81.0,0.21707967614632576,1.0,5423331.0,0.0,
1,2.0,1053.0,148.0,133.0,951.0,0.2200537023427378,9.0,5423331.0,0.0,
2,3.0,2872.0,400.0,333.0,3087.0,0.2838258677127438,16.0,5423331.0,0.0,
0,1.0,69.0,19.0,18.0,59.0,0.21707967614632576,0.13249816063191847,5423331.0,1.0,
1,2.0,992.0,133.0,121.0,880.0,0.2200537023427378,0.19487739733789808,5423331.0,1.0,
2,3.0,70.0,19.0,18.0,65.0,0.2838258677127438,0.14081044053344235,5423331.0,1.0,
0,1.0,2.0,2.0,2.0,6.0,0.2925461903214455,2.0,5300610.0,0.0,
1,2.0,2.0,2.0,2.0,3.0,0.2743555506070455,2.0,5300610.0,0.0,
2,3.0,3.0,2.0,2.0,2.0,0.4801532824834188,1.0,5300610.0,0.0,
0,1.0,0.0,1.0,1.0,0.0,0.2925461903214455,0.0,5300610.0,1.0,
1,2.0,0.0,1.0,1.0,0.0,0.2743555506070455,0.4645014040224589,5300610.0,1.0,
2,3.0,0.0,1.0,1.0,0.0,0.4801532824834188,0.4645014040224589,5300610.0,1.0,
0,1.0,6.0,6.0,6.0,12.0,0.34730148563782376,2.0,5340206.0,0.0,
1,2.0,233.0,40.0,43.0,201.0,0.2536299106732877,8.0,5340206.0,0.0,
2,3.0,1216.0,306.0,262.0,1564.0,0.23144295033978754,23.0,5340206.0,0.0,
0,1.0,1.0,4.0,4.0,6.0,0.34730148563782376,0.3898032769243915,5340206.0,1.0,
1,2.0,179.0,30.0,33.0,152.0,0.2536299106732877,0.5778646969539468,5340206.0,1.0,
2,3.0,0.0,3.0,2.0,2.0,0.23144295033978754,0.2424725111885948,5340206.0,1.0,
0,1.0,326.0,89.0,68.0,334.0,0.18069805922359228,7.0,5970472.0,0.0,
1,2.0,5317.0,978.0,518.0,6716.0,0.2001607825921631,18.0,5970472.0,0.0,
2,3.0,32318.0,3906.0,1620.0,39901.0,0.2609348329206984,27.0,5970472.0,0.0,
0,1.0,142.0,60.0,51.0,138.0,0.18069805922359228,0.1364364030855961,5970472.0,1.0,
1,2.0,3299.0,666.0,440.0,4496.0,0.2001607825921631,0.18239858779992507,5970472.0,1.0,
2,3.0,99.0,51.0,56.0,124.0,0.2609348329206984,0.07864385953073748,5970472.0,1.0,
0,1.0,21.0,7.0,6.0,23.0,0.32218777008776395,2.0,6096830.0,0.0,
1,2.0,175.0,12.0,13.0,95.0,0.4146267554613569,6.0,6096830.0,0.0,
2,3.0,331.0,29.0,30.0,189.0,0.4517536873418007,7.0,6096830.0,0.0,
0,1.0,13.0,6.0,6.0,14.0,0.32218777008776395,0.15489579573306148,6096830.0,1.0,
1,2.0,115.0,7.0,8.0,53.0,0.4146267554613569,0.246886403822504,6096830.0,1.0,
2,3.0,5.0,4.0,5.0,6.0,0.4517536873418007,0.15353578113892033,6096830.0,1.0,
0,1.0,11.0,4.0,4.0,8.0,0.25532026439905164,2.0,5959975.0,0.0,
1,2.0,34.0,13.0,13.0,46.0,0.207416777118776,4.0,5959975.0,0.0,
2,3.0,38.0,18.0,17.0,79.0,0.3216542278502649,4.0,5959975.0,0.0,
0,1.0,3.0,3.0,3.0,4.0,0.25532026439905164,0.20278879883927226,5959975.0,1.0,
1,2.0,16.0,8.0,7.0,24.0,0.207416777118776,0.15484106573062062,5959975.0,1.0,
2,3.0,0.0,1.0,1.0,0.0,0.3216542278502649,0.1453618334812544,5959975.0,1.0,
0,1.0,1.0,1.0,1.0,1.0,0.5381710529327393,1.0,5436122.0,0.0,
1,2.0,6.0,3.0,3.0,7.0,0.4104256063699722,1.0,5436122.0,0.0,
2,3.0,19.0,5.0,5.0,23.0,0.4397071683483701,2.0,5436122.0,0.0,
0,1.0,0.0,0.0,0.0,0.0,0.5381710529327393,0.0,5436122.0,1.0,
1,2.0,0.0,3.0,2.0,3.0,0.4104256063699722,0.19479263805768887,5436122.0,1.0,
2,3.0,0.0,1.0,1.0,0.0,0.4397071683483701,0.19479263805768887,5436122.0,1.0,
0,1.0,11.0,5.0,5.0,8.0,0.2576504245400429,2.0,4185381.0,0.0,
1,2.0,113.0,46.0,49.0,122.0,0.20148979825212188,9.0,4185381.0,0.0,
2,3.0,558.0,154.0,152.0,699.0,0.2961653722122046,21.0,4185381.0,0.0,
0,1.0,5.0,3.0,5.0,5.0,0.2576504245400429,0.35463441073185104,4185381.0,1.0,
1,2.0,89.0,39.0,43.0,86.0,0.20148979825212188,0.5385847621627572,4185381.0,1.0,
2,3.0,4.0,3.0,4.0,2.0,0.2961653722122046,0.26836336568321084,4185381.0,1.0,
0,1.0,17.0,10.0,9.0,29.0,0.2197763758654497,4.0,4138356.0,0.0,
1,2.0,406.0,133.0,126.0,613.0,0.23678473775014175,18.0,4138356.0,0.0,
2,3.0,3144.0,851.0,606.0,4211.0,0.3083571778795408,33.0,4138356.0,0.0,
0,1.0,5.0,8.0,6.0,17.0,0.2197763758654497,0.4698322576850783,4138356.0,1.0,
1,2.0,285.0,107.0,102.0,453.0,0.23678473775014175,0.5797612477678216,4138356.0,1.0,
2,3.0,6.0,6.0,6.0,11.0,0.3083571778795408,0.2666011295603767,4138356.0,1.0,
0,1.0,14.0,9.0,8.0,32.0,0.26423123015745265,4.0,5198935.0,0.0,
1,2.0,86.0,34.0,28.0,122.0,0.26293936210236823,7.0,5198935.0,0.0,
2,3.0,397.0,139.0,115.0,600.0,0.2220773950154571,20.0,5198935.0,0.0,
0,1.0,1.0,5.0,4.0,6.0,0.26423123015745265,0.15876722070872956,5198935.0,1.0,
1,2.0,33.0,24.0,18.0,72.0,0.26293936210236823,0.24235448402037785,5198935.0,1.0,
2,3.0,3.0,8.0,8.0,18.0,0.2220773950154571,0.1804403245356172,5198935.0,1.0,
0,1.0,1.0,1.0,1.0,5.0,0.24049550294876104,1.0,4692648.0,0.0,
1,2.0,2.0,1.0,1.0,5.0,0.2563450157642365,2.0,4692648.0,0.0,
2,3.0,16.0,3.0,3.0,8.0,0.16021526990265686,2.0,4692648.0,0.0,
0,1.0,0.0,0.0,0.0,0.0,0.24049550294876104,0.4645014040224589,4692648.0,1.0,
1,2.0,0.0,0.0,0.0,0.0,0.2563450157642365,0.14887904184777476,4692648.0,1.0,
2,3.0,0.0,0.0,0.0,0.0,0.16021526990265686,0.4782986828828707,4692648.0,1.0,
0,1.0,3.0,3.0,3.0,7.0,0.26199524317468914,2.0,6140831.0,0.0,
1,2.0,15.0,10.0,9.0,25.0,0.20739286900921305,4.0,6140831.0,0.0,
2,3.0,120.0,25.0,28.0,99.0,0.2069840062935431,8.0,6140831.0,0.0,
0,1.0,0.0,1.0,2.0,1.0,0.26199524317468914,0.3983862648327615,6140831.0,1.0,
1,2.0,1.0,4.0,4.0,10.0,0.20739286900921305,0.5629775880572048,6140831.0,1.0,
2,3.0,0.0,1.0,1.0,0.0,0.2069840062935431,0.328679815308109,6140831.0,1.0,
0,1.0,1.0,1.0,1.0,1.0,0.2878018319606781,1.0,6103821.0,0.0,
1,2.0,,,,,,,6103821.0,,
2,3.0,,,,,,,6103821.0,,
0,1.0,0.0,0.0,0.0,0.0,0.2878018319606781,0.0,6103821.0,1.0,
1,2.0,0.0,0.0,0.0,0.0,,0.0,6103821.0,1.0,
2,3.0,0.0,0.0,0.0,0.0,,0.0,6103821.0,1.0,
0,1.0,2.0,1.0,2.0,7.0,0.2729070356913975,1.0,5637587.0,0.0,
1,2.0,2.0,1.0,2.0,3.0,0.25627443194389343,1.0,5637587.0,0.0,
2,3.0,,,,,,,5637587.0,,
0,1.0,1.0,1.0,2.0,3.0,0.2729070356913975,0.0,5637587.0,1.0,
1,2.0,0.0,0.0,0.0,0.0,0.25627443194389343,0.0,5637587.0,1.0,
2,3.0,0.0,0.0,0.0,0.0,,0.0,5637587.0,1.0,
0,1.0,15.0,4.0,3.0,13.0,0.4027596884303623,3.0,4588750.0,0.0,
1,2.0,79.0,41.0,46.0,153.0,0.2966414087927564,7.0,4588750.0,0.0,
2,3.0,635.0,155.0,145.0,841.0,0.2423691781955409,16.0,4588750.0,0.0,
0,1.0,0.0,2.0,2.0,5.0,0.4027596884303623,0.3738049134779749,4588750.0,1.0,
1,2.0,10.0,18.0,26.0,39.0,0.2966414087927564,0.4871005282129157,4588750.0,1.0,
2,3.0,0.0,2.0,1.0,2.0,0.2423691781955409,0.2012833872450294,4588750.0,1.0,
0,1.0,13.0,7.0,5.0,20.0,0.35308835921542986,1.0,5404011.0,0.0,
1,2.0,89.0,29.0,34.0,126.0,0.3303446995205437,4.0,5404011.0,0.0,
2,3.0,307.0,61.0,61.0,329.0,0.317797233713908,8.0,5404011.0,0.0,
0,1.0,8.0,6.0,5.0,13.0,0.35308835921542986,0.2736453208486386,5404011.0,1.0,
1,2.0,64.0,25.0,30.0,109.0,0.3303446995205437,0.2480092162120051,5404011.0,1.0,
2,3.0,5.0,6.0,4.0,12.0,0.317797233713908,0.21618907284584832,5404011.0,1.0,
0,1.0,8.0,4.0,2.0,21.0,0.4868551039177438,3.0,5026598.0,0.0,
1,2.0,24.0,14.0,11.0,59.0,0.35871909123349505,6.0,5026598.0,0.0,
2,3.0,150.0,77.0,59.0,268.0,0.2736364787817001,14.0,5026598.0,0.0,
0,1.0,0.0,3.0,2.0,5.0,0.4868551039177438,0.3315655384427197,5026598.0,1.0,
1,2.0,5.0,9.0,8.0,14.0,0.35871909123349505,0.4612428584422319,5026598.0,1.0,
2,3.0,0.0,3.0,2.0,2.0,0.2736364787817001,0.3629191796668821,5026598.0,1.0,
0,1.0,53.0,17.0,14.0,48.0,0.2649586580099504,4.0,4430375.0,0.0,
1,2.0,301.0,93.0,90.0,341.0,0.35788919975900857,11.0,4430375.0,0.0,
2,3.0,1349.0,411.0,357.0,1726.0,0.3259862075031861,27.0,4430375.0,0.0,
0,1.0,38.0,12.0,10.0,41.0,0.2649586580099504,0.15070227460391986,4430375.0,1.0,
1,2.0,238.0,78.0,76.0,285.0,0.35788919975900857,0.2396292404768635,4430375.0,1.0,
2,3.0,39.0,13.0,10.0,32.0,0.3259862075031861,0.18824881610672176,4430375.0,1.0,
0,1.0,5.0,5.0,5.0,7.0,0.35134029814175205,1.0,4183971.0,0.0,
1,2.0,55.0,28.0,31.0,100.0,0.3701299981373112,4.0,4183971.0,0.0,
2,3.0,345.0,122.0,118.0,525.0,0.3262544308906478,18.0,4183971.0,0.0,
0,1.0,1.0,3.0,4.0,4.0,0.35134029814175205,0.2736453208486386,4183971.0,1.0,
1,2.0,35.0,22.0,25.0,70.0,0.3701299981373112,0.415663285752316,4183971.0,1.0,
2,3.0,1.0,3.0,4.0,4.0,0.3262544308906478,0.2617173806391272,4183971.0,1.0,
0,1.0,9.0,4.0,4.0,14.0,0.2600383650172841,3.0,5073231.0,0.0,
1,2.0,89.0,28.0,25.0,128.0,0.21829064574901605,9.0,5073231.0,0.0,
2,3.0,192.0,60.0,59.0,279.0,0.19532213910624008,14.0,5073231.0,0.0,
0,1.0,2.0,3.0,3.0,6.0,0.2600383650172841,0.41066392281896014,5073231.0,1.0,
1,2.0,42.0,16.0,14.0,57.0,0.21829064574901605,0.5725259797808084,5073231.0,1.0,
2,3.0,2.0,3.0,4.0,6.0,0.19532213910624008,0.2608566721228352,5073231.0,1.0,
0,1.0,29.0,13.0,15.0,46.0,0.2379291093509112,3.0,4820599.0,0.0,
1,2.0,584.0,137.0,129.0,809.0,0.28141854045669834,9.0,4820599.0,0.0,
2,3.0,3056.0,638.0,484.0,4401.0,0.3031686787909433,28.0,4820599.0,0.0,
0,1.0,21.0,10.0,12.0,28.0,0.2379291093509112,0.16928556254396265,4820599.0,1.0,
1,2.0,469.0,125.0,116.0,699.0,0.28141854045669834,0.2647121185827208,4820599.0,1.0,
2,3.0,13.0,9.0,13.0,37.0,0.3031686787909433,0.16098155100112535,4820599.0,1.0,
0,1.0,1.0,1.0,1.0,1.0,0.8106334209442139,1.0,6096518.0,0.0,
1,2.0,,,,,,,6096518.0,,
2,3.0,,,,,,,6096518.0,,
0,1.0,0.0,0.0,0.0,0.0,0.8106334209442139,0.0,6096518.0,1.0,
1,2.0,0.0,0.0,0.0,0.0,,0.0,6096518.0,1.0,
2,3.0,0.0,0.0,0.0,0.0,,0.0,6096518.0,1.0,
0,1.0,4.0,4.0,4.0,8.0,0.2421706933528185,1.0,5305371.0,0.0,
1,2.0,134.0,34.0,34.0,163.0,0.198555876162905,2.0,5305371.0,0.0,
2,3.0,1417.0,228.0,183.0,1465.0,0.2158618256130381,8.0,5305371.0,0.0,
0,1.0,0.0,2.0,3.0,0.0,0.2421706933528185,0.08114215090738403,5305371.0,1.0,
1,2.0,94.0,29.0,30.0,99.0,0.198555876162905,0.16439058358746386,5305371.0,1.0,
2,3.0,1.0,2.0,2.0,3.0,0.2158618256130381,0.1053357749656982,5305371.0,1.0,
0,1.0,13.0,13.0,11.0,33.0,0.20439746714121587,3.0,5594323.0,0.0,
1,2.0,265.0,77.0,62.0,289.0,0.2103456898864048,10.0,5594323.0,0.0,
2,3.0,2754.0,622.0,447.0,3387.0,0.2189965364807825,20.0,5594323.0,0.0,
0,1.0,0.0,5.0,5.0,5.0,0.20439746714121587,0.16443033616461822,5594323.0,1.0,
1,2.0,136.0,60.0,50.0,158.0,0.2103456898864048,0.2447401432532633,5594323.0,1.0,
2,3.0,1.0,8.0,9.0,6.0,0.2189965364807825,0.18526194989093034,5594323.0,1.0,
0,1.0,25.0,12.0,13.0,27.0,0.14992759820933527,11.0,5107846.0,0.0,
1,2.0,336.0,122.0,109.0,485.0,0.21670046140620774,17.0,5107846.0,0.0,
2,3.0,2371.0,632.0,493.0,3297.0,0.2595407910373476,30.0,5107846.0,0.0,
0,1.0,8.0,6.0,4.0,5.0,0.14992759820933527,0.19267878943810712,5107846.0,1.0,
1,2.0,205.0,88.0,90.0,326.0,0.21670046140620774,0.24876721965839024,5107846.0,1.0,
2,3.0,2.0,5.0,6.0,6.0,0.2595407910373476,0.17032594790982564,5107846.0,1.0,
0,1.0,40.0,18.0,18.0,55.0,0.37654353067371416,3.0,5388452.0,0.0,
1,2.0,506.0,180.0,145.0,692.0,0.2501534034651062,20.0,5388452.0,0.0,
2,3.0,2878.0,702.0,469.0,3842.0,0.2270804832507485,26.0,5388452.0,0.0,
0,1.0,24.0,14.0,15.0,43.0,0.37654353067371416,0.30416014221246346,5388452.0,1.0,
1,2.0,398.0,156.0,134.0,567.0,0.2501534034651062,0.4038487117592774,5388452.0,1.0,
2,3.0,13.0,15.0,15.0,38.0,0.2270804832507485,0.1818753549647038,5388452.0,1.0,
0,1.0,48.0,23.0,23.0,95.0,0.13685411560452646,6.0,4695975.0,0.0,
1,2.0,3727.0,706.0,443.0,4311.0,0.16087317707211826,22.0,4695975.0,0.0,
2,3.0,45306.0,5684.0,2145.0,52804.0,0.21937434637841807,35.0,4695975.0,0.0,
0,1.0,20.0,21.0,22.0,56.0,0.13685411560452646,0.17486111255764325,4695975.0,1.0,
1,2.0,3276.0,647.0,422.0,3838.0,0.16087317707211826,0.220323838808244,4695975.0,1.0,
2,3.0,27.0,19.0,22.0,72.0,0.21937434637841807,0.13222721837693474,4695975.0,1.0,
0,1.0,83.0,19.0,18.0,122.0,0.28055514831506706,3.0,5744376.0,0.0,
1,2.0,1299.0,165.0,123.0,1877.0,0.26398441606111595,20.0,5744376.0,0.0,
2,3.0,7083.0,633.0,451.0,8399.0,0.26462856645643384,30.0,5744376.0,0.0,
0,1.0,26.0,14.0,16.0,76.0,0.28055514831506706,0.20854821036332188,5744376.0,1.0,
1,2.0,853.0,139.0,113.0,1474.0,0.26398441606111595,0.3085934725854693,5744376.0,1.0,
2,3.0,19.0,16.0,18.0,75.0,0.26462856645643384,0.172854567027859,5744376.0,1.0,
0,1.0,13.0,10.0,11.0,19.0,0.18329838756471872,4.0,4474263.0,0.0,
1,2.0,31.0,30.0,29.0,44.0,0.2832913781205813,6.0,4474263.0,0.0,
2,3.0,112.0,72.0,68.0,149.0,0.2685311894072058,10.0,4474263.0,0.0,
0,1.0,4.0,5.0,5.0,7.0,0.18329838756471872,0.25538725767185066,4474263.0,1.0,
1,2.0,12.0,12.0,11.0,17.0,0.2832913781205813,0.3222856816967388,4474263.0,1.0,
2,3.0,0.0,0.0,2.0,0.0,0.2685311894072058,0.336091498740243,4474263.0,1.0,
0,1.0,5.0,4.0,4.0,7.0,0.2149433018639684,4.0,5186357.0,0.0,
1,2.0,78.0,37.0,35.0,97.0,0.2546030267929801,10.0,5186357.0,0.0,
2,3.0,366.0,194.0,168.0,635.0,0.236898137510757,20.0,5186357.0,0.0,
0,1.0,0.0,0.0,0.0,0.0,0.2149433018639684,0.5200988093266197,5186357.0,1.0,
1,2.0,54.0,27.0,24.0,62.0,0.2546030267929801,0.53434487351567,5186357.0,1.0,
2,3.0,0.0,0.0,1.0,0.0,0.236898137510757,0.2651665968324438,5186357.0,1.0,
0,1.0,252.0,31.0,38.0,230.0,0.2717382569097597,8.0,6148233.0,0.0,
1,2.0,1808.0,272.0,210.0,1737.0,0.2462023163937857,20.0,6148233.0,0.0,
2,3.0,8273.0,1284.0,787.0,8417.0,0.2549365626349348,29.0,6148233.0,0.0,
0,1.0,178.0,20.0,29.0,167.0,0.2717382569097597,0.14025689169244665,6148233.0,1.0,
1,2.0,1360.0,215.0,184.0,1347.0,0.2462023163937857,0.22285831522105345,6148233.0,1.0,
2,3.0,169.0,21.0,32.0,158.0,0.2549365626349348,0.12150707719355593,6148233.0,1.0,
0,1.0,23.0,5.0,5.0,26.0,0.23948927223682406,3.0,5821336.0,0.0,
1,2.0,33.0,13.0,13.0,68.0,0.3736435187870965,4.0,5821336.0,0.0,
2,3.0,28.0,9.0,11.0,87.0,0.2937757706782162,2.0,5821336.0,0.0,
0,1.0,7.0,3.0,3.0,16.0,0.23948927223682406,0.11643653649980425,5821336.0,1.0,
1,2.0,9.0,4.0,7.0,36.0,0.3736435187870965,0.33136888159436884,5821336.0,1.0,
2,3.0,0.0,0.0,0.0,0.0,0.2937757706782162,0.3290272346258572,5821336.0,1.0,
0,1.0,3.0,4.0,4.0,6.0,0.3762411673863729,2.0,5311948.0,0.0,
1,2.0,45.0,16.0,18.0,70.0,0.2176804969496761,7.0,5311948.0,0.0,
2,3.0,260.0,74.0,73.0,370.0,0.2463888772285596,13.0,5311948.0,0.0,
0,1.0,0.0,2.0,1.0,2.0,0.3762411673863729,0.2670048329868856,5311948.0,1.0,
1,2.0,30.0,12.0,14.0,48.0,0.2176804969496761,0.3706296427497389,5311948.0,1.0,
2,3.0,0.0,2.0,0.0,2.0,0.2463888772285596,0.19308017660703608,5311948.0,1.0,
0,1.0,14.0,7.0,6.0,25.0,0.33887306029020353,3.0,5757107.0,0.0,
1,2.0,78.0,28.0,24.0,125.0,0.27720052542889617,5.0,5757107.0,0.0,
2,3.0,243.0,74.0,60.0,362.0,0.2570026706841522,12.0,5757107.0,0.0,
0,1.0,7.0,7.0,6.0,18.0,0.33887306029020353,0.10840984985834656,5757107.0,1.0,
1,2.0,37.0,19.0,17.0,77.0,0.27720052542889617,0.23092438634468626,5757107.0,1.0,
2,3.0,4.0,6.0,6.0,14.0,0.2570026706841522,0.21786135849590327,5757107.0,1.0,
0,1.0,21.0,8.0,8.0,26.0,0.21638959909186645,6.0,6092903.0,0.0,
1,2.0,369.0,86.0,75.0,428.0,0.2064543152048129,13.0,6092903.0,0.0,
2,3.0,1830.0,356.0,283.0,2259.0,0.2417451465073397,18.0,6092903.0,0.0,
0,1.0,0.0,3.0,5.0,1.0,0.21638959909186645,0.4001730342307072,6092903.0,1.0,
1,2.0,196.0,58.0,54.0,268.0,0.2064543152048129,0.4740113341729617,6092903.0,1.0,
2,3.0,1.0,2.0,5.0,4.0,0.2417451465073397,0.19851305218780974,6092903.0,1.0,
0,1.0,19.0,19.0,17.0,56.0,0.20984373127038666,4.0,5129641.0,0.0,
1,2.0,138.0,66.0,64.0,311.0,0.2494462248139026,11.0,5129641.0,0.0,
2,3.0,646.0,191.0,172.0,1064.0,0.2423487265212936,22.0,5129641.0,0.0,
0,1.0,1.0,9.0,8.0,15.0,0.20984373127038666,0.2635425524975386,5129641.0,1.0,
1,2.0,42.0,44.0,42.0,124.0,0.2494462248139026,0.3533164297148005,5129641.0,1.0,
2,3.0,2.0,11.0,8.0,14.0,0.2423487265212936,0.1580427205712745,5129641.0,1.0,
0,1.0,31.0,3.0,3.0,14.0,0.6070599208912278,4.0,5729777.0,0.0,
1,2.0,67.0,20.0,18.0,62.0,0.2384112419553071,6.0,5729777.0,0.0,
2,3.0,254.0,82.0,74.0,319.0,0.17417015113458875,13.0,5729777.0,0.0,
0,1.0,10.0,2.0,2.0,5.0,0.6070599208912278,0.4799767650525216,5729777.0,1.0,
1,2.0,46.0,17.0,14.0,31.0,0.2384112419553071,0.4213011132484589,5729777.0,1.0,
2,3.0,4.0,2.0,2.0,2.0,0.17417015113458875,0.23685184473589244,5729777.0,1.0,
0,1.0,5.0,5.0,5.0,15.0,0.3196426307161649,1.0,5416033.0,0.0,
1,2.0,173.0,27.0,27.0,194.0,0.2120822879661121,3.0,5416033.0,0.0,
2,3.0,849.0,105.0,94.0,1147.0,0.22232503410718288,10.0,5416033.0,0.0,
0,1.0,0.0,4.0,4.0,3.0,0.3196426307161649,0.1459300171064974,5416033.0,1.0,
1,2.0,44.0,22.0,23.0,90.0,0.2120822879661121,0.13906728294393406,5416033.0,1.0,
2,3.0,0.0,5.0,5.0,5.0,0.22232503410718288,0.0800874018125971,5416033.0,1.0,
0,1.0,7.0,4.0,4.0,10.0,0.2411170341074467,3.0,5825940.0,0.0,
1,2.0,13.0,8.0,6.0,28.0,0.21607692675157028,4.0,5825940.0,0.0,
2,3.0,15.0,10.0,7.0,24.0,0.3116715243634056,3.0,5825940.0,0.0,
0,1.0,0.0,3.0,2.0,2.0,0.2411170341074467,0.13077461442778812,5825940.0,1.0,
1,2.0,0.0,5.0,3.0,5.0,0.21607692675157028,0.30452759372897664,5825940.0,1.0,
2,3.0,0.0,3.0,2.0,0.0,0.3116715243634056,0.24506548536842895,5825940.0,1.0,
0,1.0,56.0,31.0,29.0,109.0,0.19171761013567448,10.0,6236622.0,0.0,
1,2.0,343.0,99.0,89.0,451.0,0.1928760624256264,13.0,6236622.0,0.0,
2,3.0,837.0,244.0,197.0,1167.0,0.3507336296775432,18.0,6236622.0,0.0,
0,1.0,19.0,18.0,19.0,41.0,0.19171761013567448,0.33745051393594505,6236622.0,1.0,
1,2.0,203.0,60.0,59.0,274.0,0.1928760624256264,0.3642726023407694,6236622.0,1.0,
2,3.0,22.0,19.0,20.0,51.0,0.3507336296775432,0.2400076176603546,6236622.0,1.0,
0,1.0,3.0,3.0,3.0,6.0,0.2926843613386154,3.0,6038025.0,0.0,
1,2.0,58.0,13.0,14.0,53.0,0.1696045179683042,6.0,6038025.0,0.0,
2,3.0,263.0,50.0,50.0,289.0,0.3455628585774982,8.0,6038025.0,0.0,
0,1.0,0.0,1.0,1.0,0.0,0.2926843613386154,0.29136082359331106,6038025.0,1.0,
1,2.0,44.0,6.0,6.0,25.0,0.1696045179683042,0.5089380102803821,6038025.0,1.0,
2,3.0,1.0,1.0,1.0,1.0,0.3455628585774982,0.32131314620843776,6038025.0,1.0,
0,1.0,20.0,16.0,17.0,23.0,0.324622300863266,3.0,5512816.0,0.0,
1,2.0,211.0,86.0,72.0,245.0,0.22350081766463253,11.0,5512816.0,0.0,
2,3.0,920.0,233.0,168.0,1185.0,0.2606976889049243,14.0,5512816.0,0.0,
0,1.0,1.0,7.0,14.0,4.0,0.324622300863266,0.2362525104555097,5512816.0,1.0,
1,2.0,65.0,62.0,55.0,86.0,0.22350081766463253,0.3348041453282944,5512816.0,1.0,
2,3.0,3.0,7.0,13.0,4.0,0.2606976889049243,0.18348615158749584,5512816.0,1.0,
0,1.0,2.0,2.0,2.0,5.0,0.1670989751815796,2.0,4566750.0,0.0,
1,2.0,58.0,33.0,30.0,90.0,0.2372204712222493,6.0,4566750.0,0.0,
2,3.0,545.0,165.0,141.0,742.0,0.2138028888676873,17.0,4566750.0,0.0,
0,1.0,0.0,1.0,2.0,0.0,0.1670989751815796,0.21326998459114596,4566750.0,1.0,
