id,num_edge,num_patents,edge_density,unq_assignees,unq_inventors,unq_loc,avg_claims,avg_sim
4593467,2326,1269,1.8329393223010244,282,1327,241,18.93982581155978,0.22871250479569402
6148317,232,191,1.2146596858638743,47,208,41,21.282722513089006,0.32415230347421664
5748056,2622,474,5.531645569620253,130,577,106,21.540084388185655,0.4541296489829555
4280149,798,764,1.044502617801047,191,1081,144,20.35921052631579,0.2343139105294376
4287312,66,65,1.0153846153846153,23,174,20,17.8,0.3380302728125543
4725432,4466,1402,3.1854493580599144,335,1842,289,20.828203292770223,0.4658528598332058
5075308,504,349,1.4441260744985673,98,729,78,20.54310344827586,0.26176452296712094
4153126,865,684,1.2646198830409356,261,1064,244,18.33970588235294,0.22097776855013704
4772273,6533,3179,2.0550487574709027,655,3777,525,19.566834804539724,0.22812680280286893
5775121,1202,596,2.0167785234899327,224,795,206,19.97818791946309,0.2683588729601062
5585886,17,17,1.0,8,45,8,22.0,0.1677678380818928
4407486,139,124,1.1209677419354838,71,239,58,17.322580645161292,0.2887228541880203
6270007,551,371,1.4851752021563343,156,473,143,17.221621621621622,0.2736418499153263
4490998,391,273,1.4322344322344323,136,343,137,18.062730627306273,0.2873947350379756
5865533,211,178,1.1853932584269662,96,283,91,17.758426966292134,0.24072532376971856
5635103,210,174,1.206896551724138,74,314,69,18.850574712643677,0.2895108320173763
5197201,224,156,1.435897435897436,83,284,76,17.871794871794872,0.2631360866362229
4193001,10796,4873,2.21547301457008,768,5393,560,21.136720363486162,0.2371213464562827
5812954,8131,4726,1.7204824375793484,855,5743,513,21.491503823279523,0.22272897803168543
5779229,31,25,1.24,9,30,10,17.36,0.27550635270534024
4986879,3396,2616,1.298165137614679,239,3179,205,17.723371647509577,0.26837797789712126
5190862,204,144,1.4166666666666667,36,267,32,15.520833333333334,0.3184267460441619
4163383,790,593,1.3322091062394603,257,775,222,20.51096121416526,0.2395498987192972
4293250,37,33,1.121212121212121,20,55,19,16.151515151515152,0.2724516866980372
5222350,45,31,1.4516129032258065,19,60,19,16.096774193548388,0.37488731626007293
5399351,13852,5537,2.5017157305400035,897,5590,629,19.237094729215723,0.279141885994671
5487664,248,121,2.049586776859504,71,189,58,19.858333333333334,0.3498540918432897
5946396,918,779,1.1784338896020539,238,1170,194,20.613899613899616,0.23112263972211572
5510126,10,8,1.25,4,11,4,10.0,0.44832277595996856
5827530,452,225,2.008888888888889,86,350,85,20.017777777777777,0.23619436406307912
