index,assignee_id,patent_id,patent_date,nber,num_citation,nber_category,switch
22181,0002c937-3be3-498d-a07e-3b237bb9aed4,3930382,1976-01-06,53,7,5,0
22180,0002c937-3be3-498d-a07e-3b237bb9aed4,3938632,1976-02-17,53,12,5,0
22178,0002c937-3be3-498d-a07e-3b237bb9aed4,3978950,1976-09-07,53,6,5,0
22179,0002c937-3be3-498d-a07e-3b237bb9aed4,3978949,1976-09-07,53,7,5,0
22177,0002c937-3be3-498d-a07e-3b237bb9aed4,4311220,1982-01-19,53,3,5,0
22176,0002c937-3be3-498d-a07e-3b237bb9aed4,4522289,1985-06-11,53,8,5,0
22175,0002c937-3be3-498d-a07e-3b237bb9aed4,4546864,1985-10-15,53,5,5,0
22174,0002c937-3be3-498d-a07e-3b237bb9aed4,4548316,1985-10-22,59,23,5,0
22173,0002c937-3be3-498d-a07e-3b237bb9aed4,4662492,1987-05-05,53,13,5,0
22172,0002c937-3be3-498d-a07e-3b237bb9aed4,4721492,1988-01-26,53,6,5,0
22171,0002c937-3be3-498d-a07e-3b237bb9aed4,4798559,1989-01-17,53,4,5,0
22170,0002c937-3be3-498d-a07e-3b237bb9aed4,4809557,1989-03-07,43,12,4,1
22169,0002c937-3be3-498d-a07e-3b237bb9aed4,4838829,1989-06-13,53,4,5,1
22168,0002c937-3be3-498d-a07e-3b237bb9aed4,4856411,1989-08-15,53,4,5,1
14213,00160e1a-004a-4309-a869-d3254cd858c8,5927408,1999-07-27,64,5,6,0
14211,00160e1a-004a-4309-a869-d3254cd858c8,5931231,1999-08-03,64,93,6,0
14212,00160e1a-004a-4309-a869-d3254cd858c8,5931238,1999-08-03,64,46,6,0
14210,00160e1a-004a-4309-a869-d3254cd858c8,5956915,1999-09-28,69,7,6,0
14209,00160e1a-004a-4309-a869-d3254cd858c8,6047775,2000-04-11,64,20,6,0
14208,00160e1a-004a-4309-a869-d3254cd858c8,6168542,2001-01-02,53,3,5,1
14207,00160e1a-004a-4309-a869-d3254cd858c8,6317957,2001-11-20,52,8,5,1
14206,00160e1a-004a-4309-a869-d3254cd858c8,6467202,2002-10-22,64,24,6,1
14205,00160e1a-004a-4309-a869-d3254cd858c8,6591521,2003-07-15,64,7,6,1
14204,00160e1a-004a-4309-a869-d3254cd858c8,7024805,2006-04-11,64,8,6,1
14203,00160e1a-004a-4309-a869-d3254cd858c8,7096610,2006-08-29,64,19,6,1
14202,00160e1a-004a-4309-a869-d3254cd858c8,7174826,2007-02-13,53,23,5,1
14201,00160e1a-004a-4309-a869-d3254cd858c8,8342236,2013-01-01,64,3,6,1
14200,00160e1a-004a-4309-a869-d3254cd858c8,8362629,2013-01-29,45,9,4,2
6440,00254261-c5d4-4ad4-825b-f57aa58b8d5c,4700626,1987-10-20,69,3,6,0
6439,00254261-c5d4-4ad4-825b-f57aa58b8d5c,4942814,1990-07-24,69,3,6,0
6438,00254261-c5d4-4ad4-825b-f57aa58b8d5c,5172634,1992-12-22,69,7,6,0
6437,00254261-c5d4-4ad4-825b-f57aa58b8d5c,5317968,1994-06-07,69,4,6,0
6436,00254261-c5d4-4ad4-825b-f57aa58b8d5c,5458013,1995-10-17,59,1,5,1
6435,00254261-c5d4-4ad4-825b-f57aa58b8d5c,5531162,1996-07-02,69,2,6,1
6434,00254261-c5d4-4ad4-825b-f57aa58b8d5c,5775225,1998-07-07,69,14,6,1
6433,00254261-c5d4-4ad4-825b-f57aa58b8d5c,6851360,2005-02-08,69,3,6,1
5202,004ad217-deac-42ff-8a07-a584ed32ee47,4823247,1989-04-18,45,77,4,0
5201,004ad217-deac-42ff-8a07-a584ed32ee47,4835401,1989-05-30,44,3,4,0
5200,004ad217-deac-42ff-8a07-a584ed32ee47,4888672,1989-12-19,45,3,4,0
5199,004ad217-deac-42ff-8a07-a584ed32ee47,4901214,1990-02-13,45,6,4,0
5198,004ad217-deac-42ff-8a07-a584ed32ee47,5082998,1992-01-21,49,14,4,0
5197,004ad217-deac-42ff-8a07-a584ed32ee47,5086381,1992-02-04,45,3,4,0
5196,004ad217-deac-42ff-8a07-a584ed32ee47,5111372,1992-05-05,45,27,4,0
5195,004ad217-deac-42ff-8a07-a584ed32ee47,5171949,1992-12-15,49,12,4,0
5194,004ad217-deac-42ff-8a07-a584ed32ee47,5519306,1996-05-21,45,69,4,0
5193,004ad217-deac-42ff-8a07-a584ed32ee47,5680302,1997-10-21,45,11,4,0
5192,004ad217-deac-42ff-8a07-a584ed32ee47,5725103,1998-03-10,51,4,5,1
5191,004ad217-deac-42ff-8a07-a584ed32ee47,5896284,1999-04-20,45,17,4,1
5190,004ad217-deac-42ff-8a07-a584ed32ee47,6614042,2003-09-02,44,1,4,1
5189,004ad217-deac-42ff-8a07-a584ed32ee47,7173692,2007-02-06,43,6,4,1
5188,004ad217-deac-42ff-8a07-a584ed32ee47,7425125,2008-09-16,51,1,5,1
5187,004ad217-deac-42ff-8a07-a584ed32ee47,8074565,2011-12-13,61,1,6,2
10588,009dfbeb-609a-4940-bce7-2a87f84c99e6,3941327,1976-03-02,51,1,5,0
10587,009dfbeb-609a-4940-bce7-2a87f84c99e6,3967319,1976-06-29,24,3,2,1
10586,009dfbeb-609a-4940-bce7-2a87f84c99e6,4093148,1978-06-06,51,13,5,1
10585,009dfbeb-609a-4940-bce7-2a87f84c99e6,4099601,1978-07-11,53,15,5,1
10584,009dfbeb-609a-4940-bce7-2a87f84c99e6,4132607,1979-01-02,19,3,1,2
10583,009dfbeb-609a-4940-bce7-2a87f84c99e6,4217553,1980-08-12,41,6,4,3
10581,009dfbeb-609a-4940-bce7-2a87f84c99e6,4231629,1980-11-04,41,21,4,3
10582,009dfbeb-609a-4940-bce7-2a87f84c99e6,4231150,1980-11-04,52,1,5,3
10580,009dfbeb-609a-4940-bce7-2a87f84c99e6,4239992,1980-12-16,41,11,4,3
10579,009dfbeb-609a-4940-bce7-2a87f84c99e6,4241311,1980-12-23,41,8,4,3
10578,009dfbeb-609a-4940-bce7-2a87f84c99e6,4250463,1981-02-10,41,9,4,3
10576,009dfbeb-609a-4940-bce7-2a87f84c99e6,4260849,1981-04-07,41,14,4,3
10577,009dfbeb-609a-4940-bce7-2a87f84c99e6,4260907,1981-04-07,41,22,4,3
10575,009dfbeb-609a-4940-bce7-2a87f84c99e6,4279386,1981-07-21,51,4,5,3
10574,009dfbeb-609a-4940-bce7-2a87f84c99e6,4280646,1981-07-28,51,1,5,3
10573,009dfbeb-609a-4940-bce7-2a87f84c99e6,4284250,1981-08-18,51,4,5,3
10572,009dfbeb-609a-4940-bce7-2a87f84c99e6,4364678,1982-12-21,59,5,5,3
10571,009dfbeb-609a-4940-bce7-2a87f84c99e6,4390795,1983-06-28,49,1,4,3
10570,009dfbeb-609a-4940-bce7-2a87f84c99e6,4404680,1983-09-13,21,11,2,3
10569,009dfbeb-609a-4940-bce7-2a87f84c99e6,4415513,1983-11-15,51,6,5,3
10568,009dfbeb-609a-4940-bce7-2a87f84c99e6,4646322,1987-02-24,21,10,2,3
10567,009dfbeb-609a-4940-bce7-2a87f84c99e6,4664327,1987-05-12,51,2,5,3
10566,009dfbeb-609a-4940-bce7-2a87f84c99e6,4674082,1987-06-16,21,41,2,3
10565,009dfbeb-609a-4940-bce7-2a87f84c99e6,4683507,1987-07-28,24,3,2,3
10564,009dfbeb-609a-4940-bce7-2a87f84c99e6,4688113,1987-08-18,24,9,2,3
10563,009dfbeb-609a-4940-bce7-2a87f84c99e6,4700909,1987-10-20,51,5,5,3
10562,009dfbeb-609a-4940-bce7-2a87f84c99e6,4743857,1988-05-10,41,12,4,3
16247,00ae6a74-7ad7-41ec-b19f-30229d56b035,4208797,1980-06-24,69,2,6,0
16246,00ae6a74-7ad7-41ec-b19f-30229d56b035,4476396,1984-10-09,45,20,4,1
16245,00ae6a74-7ad7-41ec-b19f-30229d56b035,4632758,1986-12-30,19,52,1,2
16244,00ae6a74-7ad7-41ec-b19f-30229d56b035,4679504,1987-07-14,19,3,1,2
16243,00ae6a74-7ad7-41ec-b19f-30229d56b035,4832485,1989-05-23,43,32,4,2
16242,00ae6a74-7ad7-41ec-b19f-30229d56b035,5203278,1993-04-20,69,15,6,2
16241,00ae6a74-7ad7-41ec-b19f-30229d56b035,5747426,1998-05-05,46,19,4,2
16240,00ae6a74-7ad7-41ec-b19f-30229d56b035,5842444,1998-12-01,61,37,6,2
16239,00ae6a74-7ad7-41ec-b19f-30229d56b035,5939629,1999-08-17,43,2,4,2
16238,00ae6a74-7ad7-41ec-b19f-30229d56b035,5950569,1999-09-14,61,29,6,2
16237,00ae6a74-7ad7-41ec-b19f-30229d56b035,6764559,2004-07-20,52,7,5,3
16236,00ae6a74-7ad7-41ec-b19f-30229d56b035,6789602,2004-09-14,52,3,5,3
16235,00ae6a74-7ad7-41ec-b19f-30229d56b035,6827179,2004-12-07,69,7,6,3
16234,00ae6a74-7ad7-41ec-b19f-30229d56b035,6959476,2005-11-01,52,14,5,3
5924,00cd948b-a01b-44dc-9526-e9e306c297fe,8454165,2013-06-04,39,2,3,0
5923,00cd948b-a01b-44dc-9526-e9e306c297fe,8475391,2013-07-02,32,4,3,0
5922,00cd948b-a01b-44dc-9526-e9e306c297fe,8562541,2013-10-22,32,1,3,0
5921,00cd948b-a01b-44dc-9526-e9e306c297fe,8777630,2014-07-15,69,5,6,1
5920,00cd948b-a01b-44dc-9526-e9e306c297fe,8974231,2015-03-10,69,1,6,1
5918,00cd948b-a01b-44dc-9526-e9e306c297fe,8979547,2015-03-17,69,1,6,1
5919,00cd948b-a01b-44dc-9526-e9e306c297fe,8979546,2015-03-17,69,1,6,1
25751,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4003266,1977-01-18,59,2,5,0
25750,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4010652,1977-03-08,59,4,5,0
25749,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4041784,1977-08-16,59,3,5,0
25748,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4099421,1978-07-11,59,4,5,0
25747,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4134142,1979-01-09,24,2,2,1
25746,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4143555,1979-03-13,59,3,5,1
25745,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4265128,1981-05-05,59,2,5,1
25744,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4463618,1984-08-07,59,2,5,1
25743,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4617831,1986-10-21,59,4,5,1
25742,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4792988,1988-12-20,21,4,2,1
25741,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4802039,1989-01-31,24,5,2,1
25740,00df3c09-1ad0-47e6-a5ff-f6d66ac177ab,4873597,1989-10-10,24,4,2,1
31247,01043a58-5015-4244-a525-9dcf88483ce2,7802527,2010-09-28,69,8,6,0
25122,01162c6a-2446-4817-a618-25080cce8442,6201402,2001-03-13,43,29,4,0
25121,01162c6a-2446-4817-a618-25080cce8442,6586954,2003-07-01,43,31,4,0
25120,01162c6a-2446-4817-a618-25080cce8442,6882168,2005-04-19,43,11,4,0
25119,01162c6a-2446-4817-a618-25080cce8442,6963207,2005-11-08,43,25,4,0
25118,01162c6a-2446-4817-a618-25080cce8442,6975128,2005-12-13,43,17,4,0
25117,01162c6a-2446-4817-a618-25080cce8442,6992495,2006-01-31,43,11,4,0
25116,01162c6a-2446-4817-a618-25080cce8442,7148710,2006-12-12,43,4,4,0
25115,01162c6a-2446-4817-a618-25080cce8442,7170305,2007-01-30,43,5,4,0
25114,01162c6a-2446-4817-a618-25080cce8442,7259577,2007-08-21,43,2,4,0
25113,01162c6a-2446-4817-a618-25080cce8442,7271607,2007-09-18,43,1,4,0
25112,01162c6a-2446-4817-a618-25080cce8442,7345494,2008-03-18,43,4,4,0
25111,01162c6a-2446-4817-a618-25080cce8442,7545157,2009-06-09,43,1,4,0
25110,01162c6a-2446-4817-a618-25080cce8442,7626404,2009-12-01,43,5,4,0
25109,01162c6a-2446-4817-a618-25080cce8442,7728609,2010-06-01,43,5,4,0
25108,01162c6a-2446-4817-a618-25080cce8442,7768282,2010-08-03,43,4,4,0
25107,01162c6a-2446-4817-a618-25080cce8442,7786743,2010-08-31,43,1,4,0
25106,01162c6a-2446-4817-a618-25080cce8442,8149009,2012-04-03,43,3,4,0
25105,01162c6a-2446-4817-a618-25080cce8442,8674715,2014-03-18,43,1,4,0
25104,01162c6a-2446-4817-a618-25080cce8442,8860450,2014-10-14,43,2,4,0
25103,01162c6a-2446-4817-a618-25080cce8442,8994390,2015-03-31,43,2,4,0
25102,01162c6a-2446-4817-a618-25080cce8442,9018966,2015-04-28,43,2,4,0
25101,01162c6a-2446-4817-a618-25080cce8442,9024651,2015-05-05,43,1,4,0
29190,0141185d-c1db-478e-a8a9-4464b15e482d,4030664,1977-06-21,59,20,5,0
29189,0141185d-c1db-478e-a8a9-4464b15e482d,4112853,1978-09-12,69,3,6,1
29188,0141185d-c1db-478e-a8a9-4464b15e482d,4304059,1981-12-08,69,6,6,1
29187,0141185d-c1db-478e-a8a9-4464b15e482d,4321769,1982-03-30,61,20,6,1
29186,0141185d-c1db-478e-a8a9-4464b15e482d,4352888,1982-10-05,31,15,3,2
29185,0141185d-c1db-478e-a8a9-4464b15e482d,4357000,1982-11-02,65,15,6,2
29184,0141185d-c1db-478e-a8a9-4464b15e482d,4809850,1989-03-07,68,90,6,2
29183,0141185d-c1db-478e-a8a9-4464b15e482d,4953735,1990-09-04,68,40,6,2
29182,0141185d-c1db-478e-a8a9-4464b15e482d,5393135,1995-02-28,65,17,6,2
29181,0141185d-c1db-478e-a8a9-4464b15e482d,5775521,1998-07-07,65,58,6,2
29180,0141185d-c1db-478e-a8a9-4464b15e482d,5938158,1999-08-17,69,4,6,2
29179,0141185d-c1db-478e-a8a9-4464b15e482d,6895634,2005-05-24,59,7,5,2
29178,0141185d-c1db-478e-a8a9-4464b15e482d,6968957,2005-11-29,65,13,6,2
29177,0141185d-c1db-478e-a8a9-4464b15e482d,7185767,2007-03-06,65,10,6,2
29176,0141185d-c1db-478e-a8a9-4464b15e482d,7487944,2009-02-10,69,5,6,2
29175,0141185d-c1db-478e-a8a9-4464b15e482d,7891617,2011-02-22,69,12,6,2
23153,01777d98-1807-41a1-a47d-ea08f5f47d92,8030356,2011-10-04,31,22,3,0
23152,01777d98-1807-41a1-a47d-ea08f5f47d92,8227639,2012-07-24,14,23,1,1
23151,01777d98-1807-41a1-a47d-ea08f5f47d92,8318705,2012-11-27,31,12,3,1
23150,01777d98-1807-41a1-a47d-ea08f5f47d92,8674132,2014-03-18,14,22,1,1
23149,01777d98-1807-41a1-a47d-ea08f5f47d92,8791134,2014-07-29,31,6,3,1
23148,01777d98-1807-41a1-a47d-ea08f5f47d92,8987326,2015-03-24,31,8,3,1
23147,01777d98-1807-41a1-a47d-ea08f5f47d92,9018411,2015-04-28,14,8,1,1
22699,017ea671-0109-4aa8-84cf-9b26d4af4393,5899196,1999-05-04,53,9,5,0
22698,017ea671-0109-4aa8-84cf-9b26d4af4393,6088986,2000-07-18,69,8,6,1
22697,017ea671-0109-4aa8-84cf-9b26d4af4393,6209277,2001-04-03,69,7,6,1
22696,017ea671-0109-4aa8-84cf-9b26d4af4393,6406019,2002-06-18,62,2,6,1
22695,017ea671-0109-4aa8-84cf-9b26d4af4393,6418708,2002-07-16,45,2,4,2
22694,017ea671-0109-4aa8-84cf-9b26d4af4393,6490854,2002-12-10,45,4,4,2
22693,017ea671-0109-4aa8-84cf-9b26d4af4393,6932910,2005-08-23,19,11,1,3
22692,017ea671-0109-4aa8-84cf-9b26d4af4393,6988358,2006-01-24,45,3,4,3
22691,017ea671-0109-4aa8-84cf-9b26d4af4393,7060189,2006-06-13,19,9,1,3
22690,017ea671-0109-4aa8-84cf-9b26d4af4393,7074337,2006-07-11,19,11,1,3
22689,017ea671-0109-4aa8-84cf-9b26d4af4393,7175758,2007-02-13,19,5,1,3
22688,017ea671-0109-4aa8-84cf-9b26d4af4393,7179372,2007-02-20,19,5,1,3
22687,017ea671-0109-4aa8-84cf-9b26d4af4393,7488418,2009-02-10,19,9,1,3
22686,017ea671-0109-4aa8-84cf-9b26d4af4393,7895848,2011-03-01,69,4,6,3
22685,017ea671-0109-4aa8-84cf-9b26d4af4393,8303824,2012-11-06,19,2,1,3
22684,017ea671-0109-4aa8-84cf-9b26d4af4393,8402775,2013-03-26,69,2,6,3
22683,017ea671-0109-4aa8-84cf-9b26d4af4393,8915093,2014-12-23,69,2,6,3
4414,0187958b-ec6f-4dca-a912-57c690773736,4019984,1977-04-26,19,27,1,0
4413,0187958b-ec6f-4dca-a912-57c690773736,4084346,1978-04-18,31,17,3,1
4412,0187958b-ec6f-4dca-a912-57c690773736,4110043,1978-08-29,49,32,4,2
4411,0187958b-ec6f-4dca-a912-57c690773736,4132892,1979-01-02,44,23,4,2
4410,0187958b-ec6f-4dca-a912-57c690773736,4135816,1979-01-23,43,12,4,2
4409,0187958b-ec6f-4dca-a912-57c690773736,4166217,1979-08-28,44,1,4,2
4408,0187958b-ec6f-4dca-a912-57c690773736,4174180,1979-11-13,43,2,4,2
4407,0187958b-ec6f-4dca-a912-57c690773736,4181442,1980-01-01,43,2,4,2
4406,0187958b-ec6f-4dca-a912-57c690773736,4209697,1980-06-24,44,6,4,2
4405,0187958b-ec6f-4dca-a912-57c690773736,4222889,1980-09-16,19,21,1,2
4404,0187958b-ec6f-4dca-a912-57c690773736,4240133,1980-12-16,42,17,4,2
4403,0187958b-ec6f-4dca-a912-57c690773736,4252438,1981-02-24,43,5,4,2
4402,0187958b-ec6f-4dca-a912-57c690773736,4264815,1981-04-28,44,3,4,2
4401,0187958b-ec6f-4dca-a912-57c690773736,4316814,1982-02-23,19,7,1,2
4400,0187958b-ec6f-4dca-a912-57c690773736,4322629,1982-03-30,44,10,4,2
4399,0187958b-ec6f-4dca-a912-57c690773736,4326820,1982-04-27,64,6,6,3
4398,0187958b-ec6f-4dca-a912-57c690773736,4343551,1982-08-10,49,6,4,3
4397,0187958b-ec6f-4dca-a912-57c690773736,4352558,1982-10-05,43,63,4,3
4396,0187958b-ec6f-4dca-a912-57c690773736,4365157,1982-12-21,44,13,4,3
4395,0187958b-ec6f-4dca-a912-57c690773736,4370986,1983-02-01,32,23,3,3
4394,0187958b-ec6f-4dca-a912-57c690773736,4386612,1983-06-07,32,8,3,3
4393,0187958b-ec6f-4dca-a912-57c690773736,4398090,1983-08-09,44,6,4,3
4392,0187958b-ec6f-4dca-a912-57c690773736,4426581,1984-01-17,44,2,4,3
4391,0187958b-ec6f-4dca-a912-57c690773736,4452083,1984-06-05,43,2,4,3
4390,0187958b-ec6f-4dca-a912-57c690773736,4461711,1984-07-24,19,7,1,3
4389,0187958b-ec6f-4dca-a912-57c690773736,4548499,1985-10-22,43,11,4,3
4388,0187958b-ec6f-4dca-a912-57c690773736,4553087,1985-11-12,43,4,4,3
4387,0187958b-ec6f-4dca-a912-57c690773736,4612938,1986-09-23,32,64,3,3
4386,0187958b-ec6f-4dca-a912-57c690773736,4698505,1987-10-06,44,3,4,3
4385,0187958b-ec6f-4dca-a912-57c690773736,4734371,1988-03-29,31,8,3,3
4384,0187958b-ec6f-4dca-a912-57c690773736,4743448,1988-05-10,31,21,3,3
4383,0187958b-ec6f-4dca-a912-57c690773736,4752573,1988-06-21,31,9,3,3
4382,0187958b-ec6f-4dca-a912-57c690773736,4755880,1988-07-05,49,10,4,3
4381,0187958b-ec6f-4dca-a912-57c690773736,4804268,1989-02-14,43,5,4,3
4380,0187958b-ec6f-4dca-a912-57c690773736,4830020,1989-05-16,32,8,3,3
4379,0187958b-ec6f-4dca-a912-57c690773736,4837437,1989-06-06,44,3,4,3
4378,0187958b-ec6f-4dca-a912-57c690773736,4862887,1989-09-05,32,82,3,3
4377,0187958b-ec6f-4dca-a912-57c690773736,4970390,1990-11-13,44,11,4,3
4376,0187958b-ec6f-4dca-a912-57c690773736,4982090,1991-01-01,44,67,4,3
4375,0187958b-ec6f-4dca-a912-57c690773736,5058183,1991-10-15,22,12,2,4
4374,0187958b-ec6f-4dca-a912-57c690773736,5119461,1992-06-02,21,21,2,4
4373,0187958b-ec6f-4dca-a912-57c690773736,5354293,1994-10-11,32,32,3,4
4372,0187958b-ec6f-4dca-a912-57c690773736,5396609,1995-03-07,24,38,2,4
19798,01b294a9-a279-468e-9a69-0901cee70776,5474043,1995-12-12,53,9,5,0
19796,01b294a9-a279-468e-9a69-0901cee70776,5524587,1996-06-11,53,32,5,0
19797,01b294a9-a279-468e-9a69-0901cee70776,5524586,1996-06-11,53,11,5,0
19795,01b294a9-a279-468e-9a69-0901cee70776,5979395,1999-11-09,53,19,5,0
19794,01b294a9-a279-468e-9a69-0901cee70776,6036462,2000-03-14,53,5,5,0
19792,01b294a9-a279-468e-9a69-0901cee70776,6120271,2000-09-19,53,1,5,0
19793,01b294a9-a279-468e-9a69-0901cee70776,6120273,2000-09-19,53,10,5,0
19791,01b294a9-a279-468e-9a69-0901cee70776,6162034,2000-12-19,53,11,5,0
19790,01b294a9-a279-468e-9a69-0901cee70776,6241497,2001-06-05,53,4,5,0
19789,01b294a9-a279-468e-9a69-0901cee70776,6244240,2001-06-12,53,18,5,0
19788,01b294a9-a279-468e-9a69-0901cee70776,6321713,2001-11-27,53,8,5,0
19787,01b294a9-a279-468e-9a69-0901cee70776,6386172,2002-05-14,53,1,5,0
19786,01b294a9-a279-468e-9a69-0901cee70776,6435851,2002-08-20,53,10,5,0
19785,01b294a9-a279-468e-9a69-0901cee70776,8956134,2015-02-17,53,1,5,0
14554,01e3988d-b6a1-4196-893e-d276a40dce2b,4556301,1985-12-03,54,1,5,0
14553,01e3988d-b6a1-4196-893e-d276a40dce2b,4878247,1989-10-31,22,10,2,1
14552,01e3988d-b6a1-4196-893e-d276a40dce2b,5465132,1995-11-07,22,4,2,1
14551,01e3988d-b6a1-4196-893e-d276a40dce2b,5592221,1997-01-07,49,4,4,2
14550,01e3988d-b6a1-4196-893e-d276a40dce2b,5694633,1997-12-02,22,2,2,2
14549,01e3988d-b6a1-4196-893e-d276a40dce2b,5758217,1998-05-26,22,2,2,2
14548,01e3988d-b6a1-4196-893e-d276a40dce2b,6000860,1999-12-14,22,5,2,2
14547,01e3988d-b6a1-4196-893e-d276a40dce2b,6157100,2000-12-05,45,27,4,2
14546,01e3988d-b6a1-4196-893e-d276a40dce2b,6227727,2001-05-08,22,1,2,2
14545,01e3988d-b6a1-4196-893e-d276a40dce2b,6269222,2001-07-31,22,6,2,2
8069,020cda90-1ccc-4537-b41d-14b15fb69230,6475382,2002-11-05,19,18,1,0
8068,020cda90-1ccc-4537-b41d-14b15fb69230,6524843,2003-02-25,31,34,3,1
8067,020cda90-1ccc-4537-b41d-14b15fb69230,6846584,2005-01-25,45,16,4,2
8066,020cda90-1ccc-4537-b41d-14b15fb69230,6908507,2005-06-21,12,63,1,2
8065,020cda90-1ccc-4537-b41d-14b15fb69230,6946288,2005-09-20,31,9,3,2
8064,020cda90-1ccc-4537-b41d-14b15fb69230,7176017,2007-02-13,31,21,3,2
8063,020cda90-1ccc-4537-b41d-14b15fb69230,7514056,2009-04-07,19,14,1,2
8062,020cda90-1ccc-4537-b41d-14b15fb69230,7521217,2009-04-21,31,12,3,2
8061,020cda90-1ccc-4537-b41d-14b15fb69230,7579185,2009-08-25,31,13,3,2
8060,020cda90-1ccc-4537-b41d-14b15fb69230,7596952,2009-10-06,45,23,4,2
8059,020cda90-1ccc-4537-b41d-14b15fb69230,7740689,2010-06-22,13,20,1,2
8058,020cda90-1ccc-4537-b41d-14b15fb69230,7820432,2010-10-26,31,9,3,2
8057,020cda90-1ccc-4537-b41d-14b15fb69230,8066965,2011-11-29,19,5,1,2
8056,020cda90-1ccc-4537-b41d-14b15fb69230,8480796,2013-07-09,13,3,1,2
33678,0213ee71-7f44-49bd-8be9-f61db6e61746,5645054,1997-07-08,32,167,3,0
33677,0213ee71-7f44-49bd-8be9-f61db6e61746,6019101,2000-02-01,32,215,3,0
33676,0213ee71-7f44-49bd-8be9-f61db6e61746,7210481,2007-05-01,32,136,3,0
33675,0213ee71-7f44-49bd-8be9-f61db6e61746,7219669,2007-05-22,32,66,3,0
33674,0213ee71-7f44-49bd-8be9-f61db6e61746,7938117,2011-05-10,32,2,3,0
33707,0223f816-3d08-4803-88c1-9bdc08a7c203,4100490,1978-07-11,69,15,6,0
33706,0223f816-3d08-4803-88c1-9bdc08a7c203,5223433,1993-06-29,19,3,1,1
33705,0223f816-3d08-4803-88c1-9bdc08a7c203,5231030,1993-07-27,19,5,1,1
33704,0223f816-3d08-4803-88c1-9bdc08a7c203,5232667,1993-08-03,19,67,1,1
33703,0223f816-3d08-4803-88c1-9bdc08a7c203,5325853,1994-07-05,19,58,1,1
33702,0223f816-3d08-4803-88c1-9bdc08a7c203,5346604,1994-09-13,19,17,1,1
33701,0223f816-3d08-4803-88c1-9bdc08a7c203,5384031,1995-01-24,19,13,1,1
33700,0223f816-3d08-4803-88c1-9bdc08a7c203,5770158,1998-06-23,19,12,1,1
33699,0223f816-3d08-4803-88c1-9bdc08a7c203,5781024,1998-07-14,43,101,4,2
33698,0223f816-3d08-4803-88c1-9bdc08a7c203,5968329,1999-10-19,19,8,1,2
33697,0223f816-3d08-4803-88c1-9bdc08a7c203,6060319,2000-05-09,19,12,1,2
33696,0223f816-3d08-4803-88c1-9bdc08a7c203,6066243,2000-05-23,19,521,1,2
33695,0223f816-3d08-4803-88c1-9bdc08a7c203,6150174,2000-11-21,19,2,1,2
33694,0223f816-3d08-4803-88c1-9bdc08a7c203,6585665,2003-07-01,32,20,3,3
33693,0223f816-3d08-4803-88c1-9bdc08a7c203,6623490,2003-09-23,32,41,3,3
6139,0230a4cf-a546-46f3-b09d-eec3e9b685c6,7597247,2009-10-06,59,4,5,0
6138,0230a4cf-a546-46f3-b09d-eec3e9b685c6,7845551,2010-12-07,59,1,5,0
6137,0230a4cf-a546-46f3-b09d-eec3e9b685c6,8135655,2012-03-13,22,28,2,1
6136,0230a4cf-a546-46f3-b09d-eec3e9b685c6,8572012,2013-10-29,22,1,2,1
6135,0230a4cf-a546-46f3-b09d-eec3e9b685c6,8740059,2014-06-03,59,1,5,1
25237,0247309e-6825-4ab7-ab61-0461535fc4fe,6780625,2004-08-24,31,19,3,0
25236,0247309e-6825-4ab7-ab61-0461535fc4fe,6811911,2004-11-02,45,28,4,1
25235,0247309e-6825-4ab7-ab61-0461535fc4fe,7096061,2006-08-22,32,26,3,1
25234,0247309e-6825-4ab7-ab61-0461535fc4fe,7157422,2007-01-02,31,12,3,1
25233,0247309e-6825-4ab7-ab61-0461535fc4fe,7348308,2008-03-25,31,2,3,1
25232,0247309e-6825-4ab7-ab61-0461535fc4fe,7378432,2008-05-27,31,5,3,1
25231,0247309e-6825-4ab7-ab61-0461535fc4fe,7413824,2008-08-19,45,14,4,1
25229,0247309e-6825-4ab7-ab61-0461535fc4fe,7447391,2008-11-04,21,11,2,2
25230,0247309e-6825-4ab7-ab61-0461535fc4fe,7446092,2008-11-04,31,3,3,2
25228,0247309e-6825-4ab7-ab61-0461535fc4fe,7527897,2009-05-05,45,1,4,2
25227,0247309e-6825-4ab7-ab61-0461535fc4fe,7544374,2009-06-09,31,7,3,2
25226,0247309e-6825-4ab7-ab61-0461535fc4fe,7618748,2009-11-17,45,8,4,2
25225,0247309e-6825-4ab7-ab61-0461535fc4fe,7732479,2010-06-08,31,18,3,2
25224,0247309e-6825-4ab7-ab61-0461535fc4fe,7781396,2010-08-24,31,6,3,2
