root,combination,inventor,assignee,location
4434444,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4434444,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6273550,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6273550,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6273550,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6040079,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6040079,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6040079,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5220879,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5220879,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5220879,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6052374,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6052374,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6052374,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4776471,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4776471,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4776471,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4821528,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4821528,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4821528,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4360737,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4360737,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4360737,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5399074,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5399074,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5399074,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4430375,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4430375,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4430375,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5970472,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5970472,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5970472,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4559401,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4559401,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4559401,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4651564,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4651564,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4651564,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5208625,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5208625,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5208625,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6064690,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6064690,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6064690,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5646902,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5646902,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5646902,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6330934,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6330934,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6330934,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5769784,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5769784,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5769784,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5401146,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5401146,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5401146,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4962875,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4962875,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4962875,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4184635,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4184635,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4184635,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5374525,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5374525,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5374525,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5947968,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5947968,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5947968,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5067329,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5067329,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5067329,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4227650,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4227650,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4227650,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4577859,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4577859,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4577859,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4256320,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4256320,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4256320,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5038661,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5038661,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5038661,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4813382,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4813382,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4813382,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5794376,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5794376,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5794376,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4614732,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4614732,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4614732,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5554765,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5554765,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5554765,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5919310,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5919310,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5919310,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4776529,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4776529,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4776529,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5782102,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5782102,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5782102,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4151896,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4151896,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4151896,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5763673,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5763673,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5763673,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5325404,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5325404,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5325404,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6158947,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6158947,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6158947,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4242022,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4242022,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4242022,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6163047,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6163047,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6163047,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4276838,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4276838,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4276838,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4780650,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4780650,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4780650,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4500074,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4500074,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4500074,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5667436,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5667436,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5667436,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6224494,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6224494,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6224494,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5911152,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5911152,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5911152,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5943931,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5943931,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5943931,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5417597,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5417597,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5417597,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6027903,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6027903,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6027903,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4293250,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4293250,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4293250,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4758146,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4758146,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4758146,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6029956,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6029956,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6029956,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5421703,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5421703,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5421703,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4602504,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4602504,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4602504,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5956237,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5956237,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5956237,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5225101,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5225101,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5225101,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5366413,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5366413,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5366413,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4309648,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4309648,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4309648,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5034640,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5034640,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5034640,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5274259,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5274259,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5274259,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5163667,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5163667,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5163667,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6040213,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6040213,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6040213,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5814934,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5814934,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5814934,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5286552,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5286552,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5286552,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4815513,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4815513,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4815513,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5307034,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5307034,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5307034,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6056600,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6056600,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6056600,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6177440,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6177440,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6177440,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4274849,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4274849,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4274849,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4991650,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4991650,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4991650,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6253218,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6253218,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6253218,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4975985,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4975985,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4975985,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4715173,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4715173,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4715173,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4692648,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4692648,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4692648,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5911209,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5911209,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5911209,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5749416,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5749416,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5749416,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5497514,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5497514,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5497514,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4766377,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4766377,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4766377,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4463281,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4463281,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4463281,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4541109,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4541109,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4541109,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6003381,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6003381,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6003381,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4725432,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4725432,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4725432,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4702906,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4702906,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4702906,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4799163,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4799163,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4799163,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5909181,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5909181,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5909181,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4399806,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4399806,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4399806,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5229248,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5229248,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5229248,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4575936,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4575936,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4575936,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5397193,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5397193,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5397193,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4840139,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4840139,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4840139,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6175435,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6175435,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6175435,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4981453,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4981453,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4981453,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4666063,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4666063,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4666063,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4729553,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4729553,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4729553,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5460691,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5460691,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5460691,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5626579,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5626579,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5626579,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4815577,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4815577,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4815577,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5436122,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5436122,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5436122,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5812954,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5812954,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5812954,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5567195,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5567195,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5567195,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5677787,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5677787,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5677787,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4915934,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4915934,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4915934,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6202078,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6202078,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6202078,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6152931,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6152931,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6152931,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4332261,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4332261,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4332261,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4193001,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4193001,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4193001,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5497580,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5497580,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5497580,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5136381,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5136381,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5136381,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4348658,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4348658,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4348658,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5915383,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5915383,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5915383,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4496122,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4496122,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4496122,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6005499,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6005499,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6005499,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4217597,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4217597,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4217597,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4291327,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4291327,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4291327,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4719359,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4719359,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4719359,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6101760,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6101760,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6101760,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5260035,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5260035,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5260035,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
6103821,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
6103821,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
6103821,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
5532437,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
5532437,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
5532437,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4426521,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4426521,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4426521,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4518682,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4518682,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4518682,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4696858,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4696858,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4696858,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
4277018,"(0, 1)",0.03,0.10714285714285714,0.1111111111111111
4277018,"(1, 2)",0.02789832610043397,0.05063291139240506,0.05514705882352941
4277018,"(0, 2)",0.0012730744748567788,0.00974025974025974,0.007547169811320755
