,inventor,related,hops,sim
0,fl:m_ln:staudenmaier-1,fl:w_ln:von wendorff-1,1,0.9994741570756444
1,fl:m_ln:staudenmaier-1,fl:v_ln:aubineau-1,1,0.9993972042444094
2,fl:m_ln:staudenmaier-1,fl:m_ln:staudenmaier-1,0,1.0
4,fl:d_ln:evoy-1,fl:d_ln:evoy-1,0,1.0
30,fl:d_ln:evoy-1,fl:j_ln:kimmel-13,3,0.1969057718860081
37,fl:d_ln:evoy-1,fl:l_ln:gould-9,1,0.999591728313094
38,fl:d_ln:evoy-1,fl:d_ln:scharnberg-1,1,0.9993401477698504
39,fl:d_ln:evoy-1,fl:j_ln:edwards-21,1,0.9994657437641599
40,fl:d_ln:evoy-1,fl:d_ln:metz-7,1,0.9993457476963019
0,fl:a_ln:marks-17,fl:j_ln:barnett-13,1,0.9991716105693316
3,fl:j_ln:kim-2324,fl:j_ln:kim-2324,0,1.0
5,fl:j_ln:kim-2324,fl:k_ln:park-796,1,0.9989058557410475
6,fl:j_ln:kim-2324,fl:h_ln:kim-2535,1,0.9991804714186261
7,fl:j_ln:kim-2324,fl:n_ln:lim-20,1,0.9989665500563427
8,fl:j_ln:kim-2324,fl:i_ln:lee-65,1,0.9994944774008351
9,fl:j_ln:kim-2324,fl:k_ln:ahn-43,1,0.9991769873527123
10,fl:j_ln:kim-2324,fl:s_ln:son-187,1,0.9990271822086928
11,fl:j_ln:kim-2324,fl:s_ln:kwon-52,1,0.9995462715631458
12,fl:j_ln:kim-2324,fl:j_ln:koh-34,1,0.9993999909998419
13,fl:j_ln:kim-2324,fl:j_ln:hwang-393,1,0.9993523155824825
14,fl:j_ln:kim-2324,fl:s_ln:park-1315,1,0.999498700961379
15,fl:j_ln:kim-2324,fl:s_ln:park-1638,2,0.9991284457696616
16,fl:j_ln:kim-2324,fl:k_ln:park-602,2,0.9987030590985884
17,fl:j_ln:kim-2324,fl:j_ln:hwang-394,2,0.9984747592358303
18,fl:j_ln:kim-2324,fl:h_ln:kim-2536,2,0.9991585825069987
19,fl:j_ln:kim-2324,fl:k_ln:lee-2234,1,0.9989950234789133
20,fl:j_ln:kim-2324,fl:i_ln:lee-239,1,0.9990084798499005
21,fl:j_ln:kim-2324,fl:y_ln:kim-66,1,0.9989047796622215
22,fl:j_ln:kim-2324,fl:j_ln:kim-2326,2,0.9989631332656663
0,fl:b_ln:ruttenberg-1,fl:p_ln:surti-2,1,0.9991440862877917
0,fl:t_ln:fukuda-62,fl:h_ln:uchiike-2,1,0.9993454368576807
1,fl:t_ln:fukuda-62,fl:s_ln:aratani-5,1,0.9991589559444818
2,fl:t_ln:fukuda-62,fl:k_ln:morikawa-22,1,0.9996093718419281
3,fl:t_ln:fukuda-62,fl:t_ln:fukuda-62,0,1.0
0,fl:t_ln:mastronardi-1,fl:j_ln:bourdelais-1,1,0.9970461227579593
1,fl:t_ln:mastronardi-1,fl:g_ln:nathan-6,1,0.9987263202028491
2,fl:t_ln:mastronardi-1,fl:m_ln:tooker-2,1,0.9977941168211422
3,fl:t_ln:mastronardi-1,fl:a_ln:choquet-1,1,0.9982795054205766
4,fl:t_ln:mastronardi-1,fl:m_ln:khenfir-1,1,0.9975585947071538
5,fl:t_ln:mastronardi-1,fl:k_ln:phillips-41,1,0.9979766973009264
6,fl:t_ln:mastronardi-1,fl:f_ln:brillon-1,2,0.9981850007556722
7,fl:t_ln:mastronardi-1,fl:l_ln:gratton-2,2,0.9986557152178905
8,fl:t_ln:mastronardi-1,fl:d_ln:dion-11,1,0.9966449521347996
9,fl:t_ln:mastronardi-1,fl:t_ln:mastronardi-1,0,1.0
10,fl:t_ln:mastronardi-1,fl:h_ln:clement-1,1,0.9990626855731394
11,fl:t_ln:mastronardi-1,fl:g_ln:nathan-5,1,0.9984406210821385
12,fl:t_ln:mastronardi-1,fl:i_ln:moulton-1,2,0.9972353754775845
13,fl:t_ln:mastronardi-1,fl:k_ln:dhambri-1,2,0.9966631112408303
14,fl:t_ln:mastronardi-1,fl:e_ln:rivera-14,1,0.9967596764113489
15,fl:t_ln:mastronardi-1,fl:m_ln:labunka-1,2,0.998159147498085
16,fl:t_ln:mastronardi-1,fl:c_ln:pompidor-1,1,0.9978205988091992
17,fl:t_ln:mastronardi-1,fl:d_ln:bureau-1,1,0.9975462647199702
18,fl:t_ln:mastronardi-1,fl:h_ln:yayli-1,1,0.9981805131934568
19,fl:t_ln:mastronardi-1,fl:h_ln:yayli-2,1,0.9975986747507556
20,fl:t_ln:mastronardi-1,fl:d_ln:susla-1,2,0.996098709210893
21,fl:t_ln:mastronardi-1,fl:f_ln:beaumier-1,1,0.9967543838064341
22,fl:t_ln:mastronardi-1,fl:c_ln:garneau-1,2,0.997165698108855
23,fl:t_ln:mastronardi-1,fl:r_ln:desmarais-8,1,0.9975852551057109
24,fl:t_ln:mastronardi-1,fl:g_ln:curinga-1,2,0.9978660927771946
25,fl:t_ln:mastronardi-1,fl:s_ln:alameer-1,2,0.9970636658551284
26,fl:t_ln:mastronardi-1,fl:c_ln:battle-1,2,0.9964066476808974
27,fl:t_ln:mastronardi-1,fl:s_ln:hebert-5,2,0.9980214480408449
28,fl:t_ln:mastronardi-1,fl:f_ln:guy-3,2,0.9974599243064286
29,fl:t_ln:mastronardi-1,fl:b_ln:panagiotopoulos-1,1,0.9978282234994001
30,fl:t_ln:mastronardi-1,fl:f_ln:baril-1,1,0.9981161838187533
31,fl:t_ln:mastronardi-1,fl:e_ln:pellegrini-3,2,0.9985831628902126
32,fl:t_ln:mastronardi-1,fl:f_ln:pellegrini-5,2,0.9982464654263089
33,fl:t_ln:mastronardi-1,fl:c_ln:mednick-1,2,0.99857649375885
34,fl:t_ln:mastronardi-1,fl:k_ln:fedesna-1,2,0.9984822030754166
35,fl:t_ln:mastronardi-1,fl:e_ln:suchocki-1,2,0.9986129908051031
36,fl:t_ln:mastronardi-1,fl:m_ln:loffredo-1,2,0.9982182346271676
37,fl:t_ln:mastronardi-1,fl:e_ln:hicks-8,2,0.998938948978137
2,fl:r_ln:gery-2,fl:r_ln:gery-2,0,1.0
18,fl:r_ln:gery-2,fl:c_ln:chew-29,1,0.9994673636289491
32,fl:r_ln:gery-2,fl:a_ln:wheeler-27,3,0.4146224961743423
36,fl:r_ln:gery-2,fl:l_ln:chi-11,3,0.4128074109099156
55,fl:r_ln:gery-2,fl:z_ln:koch-3,1,0.9992922646271979
57,fl:r_ln:gery-2,fl:g_ln:miller-11,1,0.45888030035116123
58,fl:r_ln:gery-2,fl:j_ln:fuller-17,1,0.9995368933782621
67,fl:r_ln:gery-2,fl:h_ln:jin-151,2,0.46250496088947857
69,fl:r_ln:gery-2,fl:j_ln:brandt-31,2,0.44706845396747186
70,fl:r_ln:gery-2,fl:k_ln:bentley-3,1,0.999121168411466
101,fl:r_ln:gery-2,fl:z_ln:wang-256,2,0.4566931990615227
102,fl:r_ln:gery-2,fl:s_ln:paris-7,2,0.7235773757369897
116,fl:r_ln:gery-2,fl:j_ln:yang-1054,3,0.4512235414956114
117,fl:r_ln:gery-2,fl:l_ln:liu-243,3,0.44591443045134405
0,fl:y_ln:kim-223,fl:m_ln:kong-6,1,0.9994163379949675
1,fl:y_ln:kim-223,fl:t_ln:kim-297,1,0.9994950037531777
5,fl:y_ln:kim-223,fl:s_ln:cho-307,2,0.9995452043065717
11,fl:y_ln:kim-223,fl:y_ln:kim-223,0,1.0
12,fl:y_ln:kim-223,fl:d_ln:lim-193,2,0.9993991963996975
0,fl:r_ln:hansen-58,fl:r_ln:lutz-12,1,0.9988473052898239
1,fl:r_ln:hansen-58,fl:e_ln:bravek-1,1,0.9993920567620987
2,fl:r_ln:hansen-58,fl:j_ln:harms-27,1,0.9984062415447136
3,fl:r_ln:hansen-58,fl:s_ln:mutschelknaus-1,1,0.9993425532251949
4,fl:r_ln:hansen-58,fl:r_ln:hansen-58,0,1.0
