,inventor,related,hops,sim
0,fl:m_ln:o'dor-1,fl:w_ln:tan-100,1,0.9988764714864838
1,fl:m_ln:o'dor-1,fl:s_ln:read-5,2,0.9991099005495411
2,fl:m_ln:o'dor-1,fl:s_ln:iversen-10,1,0.9989395393414052
3,fl:m_ln:o'dor-1,fl:j_ln:bowron-2,2,0.9984919752453628
4,fl:m_ln:o'dor-1,fl:m_ln:o'dor-1,0,1.0
36,fl:m_ln:o'dor-1,fl:g_ln:sharp-6,3,0.2657621718282237
40,fl:m_ln:o'dor-1,fl:b_ln:bastani-2,3,0.5758754750618176
41,fl:m_ln:o'dor-1,fl:m_ln:jepsen-1,3,0.5666961661042283
42,fl:m_ln:o'dor-1,fl:p_ln:milanfar-1,3,0.5626149312223937
58,fl:m_ln:o'dor-1,fl:m_ln:deering-1,3,0.4667842047236339
100,fl:m_ln:o'dor-1,fl:a_ln:huber-43,3,0.4057014460300181
111,fl:m_ln:o'dor-1,fl:l_ln:hubby-1,3,0.29597367953120235
122,fl:m_ln:o'dor-1,fl:j_ln:brewster-6,3,0.3086113949703275
123,fl:m_ln:o'dor-1,fl:m_ln:pate-2,3,0.3239284517179627
124,fl:m_ln:o'dor-1,fl:j_ln:cole-61,3,0.3251933552389278
138,fl:m_ln:o'dor-1,fl:s_ln:lee-1059,3,0.5759139167570366
141,fl:m_ln:o'dor-1,fl:a_ln:paruchuri-2,3,0.2721036626444473
142,fl:m_ln:o'dor-1,fl:n_ln:chang-51,3,0.2882090114258009
143,fl:m_ln:o'dor-1,fl:n_ln:damera-venkata-1,3,0.3009528242237529
148,fl:m_ln:o'dor-1,fl:w_ln:hill-18,3,0.36805920912425727
149,fl:m_ln:o'dor-1,fl:g_ln:hitchcock-4,3,0.37759347845547586
150,fl:m_ln:o'dor-1,fl:j_ln:whitted-1,3,0.37993213479254817
151,fl:m_ln:o'dor-1,fl:m_ln:duggan-11,3,0.37770783891426696
152,fl:m_ln:o'dor-1,fl:l_ln:keely-4,3,0.36651894834658294
184,fl:m_ln:o'dor-1,fl:r_ln:aufranc-1,3,0.3049134322104696
190,fl:m_ln:o'dor-1,fl:h_ln:sugiura-20,3,0.4386826695516588
191,fl:m_ln:o'dor-1,fl:k_ln:kojima-103,3,0.449309628865719
192,fl:m_ln:o'dor-1,fl:w_ln:allen-29,3,0.3246166364297087
194,fl:m_ln:o'dor-1,fl:d_ln:williams-174,3,0.32506388179420176
198,fl:m_ln:o'dor-1,fl:h_ln:hasegawa-37,3,0.4015733517925293
201,fl:m_ln:o'dor-1,fl:c_ln:lui-4,3,0.3682419916985811
202,fl:m_ln:o'dor-1,fl:r_ln:cukierman-1,3,0.3675600942122683
203,fl:m_ln:o'dor-1,fl:e_ln:ben-lavi-1,3,0.2747924151193393
0,fl:t_ln:mapes-2,fl:a_ln:fuller-17,1,0.9993254982887749
1,fl:t_ln:mapes-2,fl:e_ln:geidl-1,3,0.5403159694151342
11,fl:t_ln:mapes-2,fl:m_ln:rhoten-2,1,0.9991032779013461
15,fl:t_ln:mapes-2,fl:d_ln:polivy-1,1,0.9984726248716583
26,fl:t_ln:mapes-2,fl:s_ln:viji-1,1,0.9991063899628423
31,fl:t_ln:mapes-2,fl:t_ln:mapes-2,0,1.0
42,fl:t_ln:mapes-2,fl:s_ln:latta-2,2,0.5464444245051273
43,fl:t_ln:mapes-2,fl:d_ln:mcculloch-3,3,0.5525630152443116
45,fl:t_ln:mapes-2,fl:k_ln:geisner-1,3,0.549544174825997
50,fl:t_ln:mapes-2,fl:j_ln:tardif-7,3,0.2652445578959135
55,fl:t_ln:mapes-2,fl:r_ln:panabaker-1,3,0.32610123323636053
60,fl:t_ln:mapes-2,fl:a_ln:chandley-2,2,0.4486972940137348
87,fl:t_ln:mapes-2,fl:w_ln:barkley-4,3,0.4622196067544919
88,fl:t_ln:mapes-2,fl:t_ln:moore-55,3,0.44446425647715815
130,fl:t_ln:mapes-2,fl:j_ln:galore-1,2,0.6053045359192548
179,fl:t_ln:mapes-2,fl:l_ln:keely-4,3,0.5290215035829663
184,fl:t_ln:mapes-2,fl:r_ln:duncan-16,3,0.45906307157006676
203,fl:t_ln:mapes-2,fl:z_ln:szilagyi-1,3,0.4640326874005539
205,fl:t_ln:mapes-2,fl:s_ln:dodge-7,3,0.5131692515068461
206,fl:t_ln:mapes-2,fl:t_ln:zielinski-7,3,0.5137981693171814
208,fl:t_ln:mapes-2,fl:j_ln:turner-85,3,0.5116358388347308
209,fl:t_ln:mapes-2,fl:t_ln:kannapel-2,3,0.5130393365728537
210,fl:t_ln:mapes-2,fl:a_ln:goldberg-19,3,0.508371571626669
211,fl:t_ln:mapes-2,fl:a_ln:gounares-2,3,0.5136814434495611
212,fl:t_ln:mapes-2,fl:r_ln:chambers-31,3,0.5200747969491228
