,id,lineage,similarity,hops,intra_sim
0,10002407,6978050,0.18545712530612946,3.0,0.9993796022477486
1,10006610,7460179,0.1193239763379097,3.0,0.9993026860884578
2,10007679,8463035,0.03221795707941055,3.0,0.9990007159952105
3,10007687,6920614,0.2585720419883728,3.0,0.9974396470836434
4,10007868,9047511,0.19501034915447235,3.0,0.998526613989336
5,10008008,8339411,0.06977714598178864,3.0,0.9989454724712582
6,10008008,8339411,0.06977714598178864,3.0,0.9989454724712582
7,10008178,7598961,0.2622517049312592,3.0,1.0
8,10008178,7598961,0.2622517049312592,3.0,1.0
9,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
10,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
11,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
12,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
13,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
14,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
15,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
16,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
17,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
18,10008483,7417648,0.18489207327365875,3.0,0.9657892405369014
19,10010286,8085318,0.09138886630535126,3.0,0.9994347376590469
20,10012895,7499214,0.2702583074569702,3.0,0.9991359203555598
21,10012895,7499214,0.2702583074569702,3.0,0.9991359203555598
22,10015562,5675390,0.1918114721775055,3.0,0.9977052673494745
23,10018872,7532192,0.18349245190620425,3.0,1.0
24,10018872,7602369,0.13788828253746033,3.0,1.0
25,10018872,7505018,0.18156631290912628,3.0,1.0
26,10018872,7612757,0.1178254410624504,3.0,1.0
27,10019127,7219309,0.08373924344778061,3.0,0.9983818651539816
28,10019127,7219309,0.08373924344778061,3.0,0.9983818651539816
29,10019127,7219309,0.08373924344778061,3.0,0.9983818651539816
30,10019127,7219309,0.08373924344778061,3.0,0.9983818651539816
31,10019127,7219309,0.08373924344778061,3.0,0.9983818651539816
32,10019127,7219309,0.08373924344778061,3.0,0.9983818651539816
33,10019127,7219309,0.08373924344778061,3.0,0.9983818651539816
34,10021290,7953287,0.2022608369588852,3.0,1.0
35,10021290,7606417,0.2565886974334717,3.0,1.0
36,10021343,6920614,0.10276390612125397,3.0,1.0
37,10022983,7912280,0.1801544725894928,3.0,0.9980367597366337
38,10025098,7124375,0.11146441102027893,3.0,0.9987298612184702
39,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
40,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
41,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
42,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
43,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
44,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
45,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
46,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
47,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
48,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
49,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
50,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
51,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
52,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
53,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
54,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
55,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
56,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
57,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
58,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
59,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
60,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
61,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
62,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
63,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
64,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
65,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
66,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
67,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
68,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
69,10026349,8134583,0.2377072274684906,3.0,0.998721176027392
70,10026349,7573493,0.1996823102235794,3.0,0.998721176027392
71,10026349,8018476,0.32809555530548096,3.0,0.998721176027392
72,10031641,7222306,0.12880590558052066,3.0,0.9992207907739971
73,10031641,7222306,0.12880590558052066,3.0,0.9992207907739971
74,10031641,7222306,0.12880590558052066,3.0,0.9992207907739971
75,10031641,7583267,0.22954344749450686,3.0,0.9992207907739971
76,10031641,7222306,0.12880590558052066,3.0,0.9992207907739971
