from,to
4834,2152
4834,1641
5470,4834
4834,965
4834,793
4834,468
4834,3544
5470,2059
5470,4037
5470,1641
5470,468
5470,793
5470,3544
5470,965
5470,2152
5470,4763
5470,5245
1641,468
2059,468
5245,468
793,468
4037,468
4763,468
3544,468
965,468
2152,468
4037,793
4037,3544
5245,4037
4037,2059
4037,1641
4037,2152
4763,4037
4037,965
4763,3544
5245,3544
3544,793
3544,2152
3544,965
3544,2059
3544,1641
2059,965
5245,965
965,793
2152,965
4763,965
1641,965
2152,793
2059,793
1641,793
4763,793
5245,793
5245,2059
5245,1641
5245,4763
5245,2152
4763,1641
4763,2059
4763,2152
2152,1641
2059,1641
2152,2059
3553,3031
5327,3553
5327,3031
4831,4384
1590,1247
4432,545
4432,367
545,367
4432,1193
1193,367
1005,367
1005,545
2975,1874
2787,1874
2314,1874
2787,2314
2975,2314
2975,2787
3789,3261
3789,3586
5128,338
5128,3096
5128,1429
5128,4447
5128,2642
5087,4447
5087,1429
5087,3096
5087,2642
5087,338
4447,338
4447,3096
4447,2642
4447,1429
2642,338
2642,1429
3096,2642
1429,338
3096,1429
3096,338
1744,181
585,181
1784,181
1744,585
1784,1744
5613,2918
2918,442
2918,1596
2918,1378
5613,442
5613,1596
5613,1378
1596,1378
1596,442
1378,442
5342,629
5342,3575
3575,629
1438,947
4475,1438
4475,947
4024,3045
3698,3668
5380,473
5466,4290
2542,1158
2250,724
724,441
3715,724
5287,724
2250,441
5287,2250
3715,2250
5287,441
3715,441
5287,3715
2195,540
5133,540
5133,2195
5331,2805
5331,3917
3917,2805
5331,842
2521,113
3016,2521
4376,2521
4376,3016
3016,113
4376,113
842,261
3489,842
2703,842
5331,2703
2703,261
3489,2703
5331,261
5331,3489
3489,261
5536,4444
4444,167
5536,167
4264,3147
5286,3901
1600,819
1853,819
1699,819
1853,1600
1699,1600
1853,1699
2149,640
2692,2149
2820,2149
2692,640
2820,640
2820,2692
5361,4820
4820,4059
5361,4059
3305,1202
2558,1202
1857,1202
1202,133
5519,1202
2558,1857
3305,2558
2558,133
5519,2558
5519,1857
1857,133
3305,1857
3305,133
5519,133
5519,3305
5629,5093
5093,4546
5093,3650
5093,325
4546,3650
3650,325
5629,3650
5629,4546
5629,325
4546,325
569,146
3864,315
5629,3191
3650,3191
3191,325
4546,3191
2702,2650
2702,2511
2650,2511
2650,1037
2650,198
5431,2650
2650,913
4698,2650
2650,2449
5431,2511
5431,4698
5431,198
5431,2449
5431,1037
5431,913
5431,2702
4698,2702
2702,913
2702,1037
2702,2449
2702,198
1037,198
4698,198
913,198
2449,198
2511,198
2449,1037
2511,2449
2449,913
4698,2449
1037,913
2511,913
4698,913
2511,1037
4698,2511
4698,1037
4042,2173
4477,2173
4477,4042
5607,4940
5246,4940
4940,1407
5246,1407
5607,5246
5607,1407
3807,1318
1086,891
1086,243
891,243
4001,3653
3653,561
4001,561
5236,2696
4548,2696
4481,2696
2696,2417
4481,2417
5236,4481
4548,4481
4548,2417
5236,2417
5236,4548
3860,1690
5190,1690
4364,1690
5612,1690
5190,3860
4364,3860
5612,3860
5612,5190
5190,4364
5612,4364
1785,510
3330,510
2211,510
2211,1785
3330,1785
3330,2211
4085,2810
4085,654
4085,3964
3964,2810
2810,654
3964,654
1562,1425
1851,1425
1851,1562
5233,1498
4364,3325
3325,1812
4320,3325
4320,1812
4364,4320
4364,1812
5248,680
4487,2457
2457,418
4487,418
5433,791
5084,340
3386,340
5045,340
2448,340
3216,340
3216,2448
5045,3216
5084,3216
3386,3216
3386,2448
5084,2448
5045,2448
5084,3386
5045,3386
5084,5045
3184,1434
4984,745
4984,2731
2731,745
1866,1592
5444,3356
5444,3228
5444,4673
5444,1852
5444,1787
4673,1787
1852,1787
3228,1787
3356,1787
3228,1852
4673,1852
3356,1852
3356,3228
4673,3228
4673,3356
4817,2846
3705,3325
5612,3325
4438,3325
3325,2814
3325,384
5190,3325
3325,1677
3705,2814
3705,1677
3705,384
4320,3705
5190,3705
4364,3705
4438,3705
5612,3705
5612,2814
5612,384
5612,1677
5612,4438
4438,4320
4438,1677
5190,4438
4438,384
4438,2814
4438,4364
4364,2814
4364,1677
4364,384
1677,384
2814,384
5190,384
4320,384
4320,2814
5190,2814
2814,1677
4320,1677
5190,4320
5190,1677
5055,4700
4700,4052
5055,4052
3589,1052
5196,4969
5196,3624
5196,4293
4969,3624
4293,3624
4969,4293
3436,2623
4163,2623
4163,3436
2319,309
5250,2319
5250,309
4423,1728
4423,2518
4423,3149
5349,4423
3904,2518
5349,3904
3904,3149
5349,4635
4635,3149
4635,1728
4635,4423
5375,4465
3055,696
5349,4801
3976,3149
5349,3976
3976,2518
3976,1728
4928,1253
2262,326
3589,2262
3479,2262
2262,1139
2262,388
3589,3479
3589,326
3589,1139
388,326
1139,388
3479,388
3479,326
3479,1139
1139,326
4672,3163
3163,1846
3163,2458
4672,1846
2458,1846
4672,2458
4397,4386
5104,3232
2583,477
3568,477
3956,477
3514,477
3514,2583
3956,2583
3568,2583
3568,3514
3956,3568
3956,3514
5349,3130
3545,1764
4044,1764
1764,1269
3545,1269
4044,3545
4044,1269
2470,2327
5109,2327
3788,2327
5109,3788
5109,2470
3788,2470
5581,617
5190,3437
4320,3437
4364,3437
3437,3325
4438,3437
5612,3437
3705,3437
3437,384
3437,1677
3255,749
2565,875
2388,114
3131,2388
2388,131
2388,753
5563,2388
4943,2388
4943,131
4943,114
5563,4943
4943,753
4943,3131
753,131
3131,131
131,114
5563,131
3131,753
5563,753
753,114
3131,114
5563,3131
5563,114
4476,700
4476,1185
1185,700
4729,4484
967,925
5625,4950
4950,3745
5625,3745
2100,749
3255,2100
4869,4166
2213,1305
1305,516
2213,516
3018,1583
5029,4790
3083,1278
4054,1341
4626,3672
3727,3672
4626,3727
4626,1188
4626,3005
4626,273
4626,3123
4626,45
4626,1065
3005,1065
1188,1065
1065,273
3123,1065
1065,45
1188,45
3123,45
3005,45
273,45
3123,273
3123,1188
3123,3005
1188,273
3005,273
3005,1188
5471,3310
5471,4929
5471,3672
5471,4297
5471,1931
5471,2584
4297,3672
4929,4297
4297,2584
4297,3310
4297,1931
4929,1931
3310,1931
2584,1931
3672,1931
4929,3310
4929,3672
4929,2584
3310,2584
3672,2584
3672,3310
2998,2584
4140,2998
4140,2584
5510,2213
5510,1305
5145,5132
5145,520
5145,4549
5145,898
4549,898
4549,520
5132,4549
5132,520
5132,898
898,520
5105,77
2707,1995
1995,37
2707,37
5438,4140
5438,2584
5438,2998
3434,884
1501,884
3628,884
3434,1501
3628,1501
3628,3434
4656,37
4656,2707
3628,2584
4140,3672
4351,1371
3628,1371
4351,3628
2921,2705
4343,2072
4330,2072
4343,4330
2674,1234
5036,2674
2917,2674
5036,1234
2917,1234
5036,2917
4523,1236
1236,844
1454,1236
5209,1236
4153,1236
4930,1236
4523,4153
5209,4153
4153,1454
4930,4153
4153,844
5209,4523
4930,4523
4523,1454
4523,844
4930,844
1454,844
5209,844
4930,1454
5209,1454
5209,4930
4272,2127
4933,4272
4272,595
4272,821
4272,1747
4272,2582
2127,1747
2582,2127
4933,2127
2127,595
2127,821
2582,821
2582,1747
2582,595
4933,2582
4933,595
821,595
1747,595
1747,821
4933,821
4933,1747
4915,1810
1810,1795
4915,1795
2145,345
757,628
2468,628
2468,757
2690,2032
2145,1684
4627,3341
2894,2418
5323,2894
2894,564
3873,2894
3873,564
3873,2418
5323,3873
2418,564
5323,2418
5323,564
4773,4741
4773,2894
4773,581
4773,3306
4741,581
4741,3306
4741,2894
3306,581
2894,581
3306,2894
3843,2894
3843,2418
3873,3843
4269,3843
4269,2418
4269,2894
4269,3873
1019,624
2154,624
2154,1019
1139,478
4840,4773
4840,2894
3682,2040
3682,2934
3682,3224
3224,2040
2934,2040
3224,2934
2942,1715
4883,388
2290,278
3572,2290
3572,1160
1160,278
3572,278
4953,3572
3572,2385
3572,3242
2385,278
4953,278
3242,278
3199,1160
3199,2385
2146,388
3471,51
3471,2385
4953,3471
2290,995
4953,995
4194,2385
1387,1160
1160,995
1624,1160
1624,1387
1387,51
2385,1387
1387,995
4953,1387
2290,1387
2290,1624
2385,995
995,51
1624,995
2385,1624
1624,51
4953,1624
3784,51
4953,3784
5188,4948
4948,2385
4948,3199
5188,2385
5188,3199
2881,51
4953,2881
2881,1624
2881,1160
2881,2290
2881,2385
2357,222
2357,2033
2033,222
4668,2385
4668,3199
4668,1160
3136,51
3136,2290
4953,3136
3136,2385
4990,4948
4990,2385
3041,1160
3041,2385
4467,3041
3199,3041
4467,2385
4467,1160
4467,3199
5608,1290
1290,144
5608,144
4592,4471
4471,320
4471,1
4592,1
320,1
4592,320
4089,750
2484,1308
4877,2484
2484,2036
3346,2484
3912,2484
3912,2036
4877,3912
3912,3346
3912,1308
3346,1308
2036,1308
4877,1308
4877,2036
4877,3346
3346,2036
2248,374
2248,1488
1488,374
1430,407
407,232
4577,407
2984,407
407,247
4577,232
1430,232
247,232
2984,232
4577,247
4577,1430
4577,2984
1430,247
2984,1430
2984,247
2360,1290
5043,2360
5488,2360
5488,1290
5043,1290
5488,5043
3100,103
527,103
5458,103
4544,103
2253,103
2995,103
5458,527
5458,2253
5458,4544
5458,2995
5458,3100
3100,2995
4544,2995
2995,2253
2995,527
3100,527
2253,527
4544,527
4544,3100
3100,2253
4544,2253
3985,1050
1050,60
3985,60
4088,3773
5493,4088
4088,3551
5493,3551
5493,3773
3773,3551
4938,2984
4938,247
4938,232
4938,4577
4938,1430
4938,407
5098,2984
5098,232
4448,3289
4448,4294
4294,3289
5194,2718
2019,60
3604,2019
2019,1050
2274,2019
4577,2019
3985,2019
3477,2019
4577,2274
4577,60
4577,3604
4577,1050
4577,3477
4577,3985
3477,2274
3985,3477
3477,60
3477,1050
3604,3477
3604,60
3604,2274
3985,3604
3604,1050
2274,60
3985,2274
2274,1050
5185,3918
5185,4187
4187,3918
2838,2768
3672,45
4009,45
4009,3672
2048,1485
5456,2048
3312,2048
3312,1485
5456,3312
5456,1485
5312,1290
5608,5312
5312,144
4218,3872
5086,81
5086,4062
4062,81
2794,32
773,32
2794,773
3976,2676
2676,448
3976,448
5407,2039
4013,2039
5407,4013
4227,1942
4152,715
4856,4152
4856,715
3097,2302
3097,281
2302,281
3420,2907
5473,5139
5589,3478
2022,82
5350,1101
1536,1191
3231,1416
3231,1406
3231,997
3231,3137
1416,1406
3137,1416
1416,997
3137,997
3137,1406
1406,997
3659,997
997,879
3231,879
3659,3231
3659,1416
3659,3137
3659,879
3659,1406
1416,879
1406,879
3137,879
5056,1396
5541,5056
5056,1639
1639,1396
5541,1639
5541,1396
5460,942
2373,942
5460,2373
1016,506
3706,1016
616,361
3382,2807
2807,234
3382,234
4024,3382
4024,234
688,190
3538,1458
1848,1808
4057,1808
4057,1848
5411,589
4742,1538
1703,1538
3481,1538
4742,1703
3481,1703
4742,3481
1021,264
5496,1021
1021,759
3794,1021
4682,1021
5413,1021
4200,1021
2029,1021
4482,1021
3354,1021
5496,3354
3354,264
5413,3354
4682,3354
3354,2029
3354,759
4482,3354
4200,3354
3794,3354
4482,264
759,264
4200,264
3794,264
2029,264
5496,264
5413,264
4682,264
4482,3794
5496,3794
3794,759
4682,3794
3794,2029
5413,3794
4200,3794
5413,2029
5496,2029
2029,759
4200,2029
4482,2029
4682,2029
4682,759
5413,4682
4682,4482
5496,4682
4682,4200
5496,5413
5413,4200
5413,4482
5413,759
4482,759
4482,4200
5496,4482
4200,759
5496,759
5496,4200
4228,6
4228,3595
4356,4228
4356,6
3595,6
4356,3595
5119,2385
4520,2385
2385,951
3136,951
5119,951
4520,951
5119,3136
4520,3136
5119,4520
4647,117
335,33
2693,1132
5170,2004
5566,2004
5566,5170
2197,2116
4530,2116
5300,2116
2936,2116
4530,2936
5300,4530
4530,2197
2936,2197
5300,2936
5300,2197
5346,4173
5346,4795
4795,4173
3480,613
5513,613
5580,613
3062,613
1138,613
3358,613
3935,613
3298,613
3480,3298
3935,3298
5513,3298
5580,3298
3358,3298
3298,1138
3298,3062
3358,3062
3062,1138
3480,3062
5513,3062
3935,3062
5580,3062
5580,3480
3480,3358
3480,1138
3935,3480
5513,3480
5580,5513
5513,1138
5513,3935
5513,3358
3935,3358
3358,1138
5580,3358
3935,1138
5580,3935
5352,1489
1489,1373
5352,1373
4348,2617
4348,3253
4348,2268
4437,4348
4437,2617
3253,2617
2617,2268
3253,2268
4437,3253
4437,2268
1623,1373
1623,1489
1934,1623
2861,1623
5352,1623
5352,2861
5352,1934
2861,1489
2861,1934
1934,1489
3043,1373
4776,3139
4776,1489
3139,1489
4262,4039
4262,1373
4039,1373
5352,5094
3701,993
3139,1373
2203,1819
3357,1819
3357,2203
2240,1070
3654,1070
3654,2240
5379,1409
2063,1409
2929,1409
1762,1409
2063,1762
2929,1762
5379,1762
5379,2063
5379,2929
2929,2063
3762,3220
4754,3762
3762,524
5127,3762
4654,3762
3762,287
3762,2882
4654,287
4654,2882
4654,3220
5127,4654
4754,4654
4654,524
4754,2882
4754,287
4754,3220
5127,4754
4754,524
3220,287
3220,2882
3220,524
5127,3220
2882,524
524,287
5127,524
5127,287
2882,287
5127,2882
4282,2398
4739,298
4739,3972
4739,2370
3972,298
3972,2370
2370,298
1552,621
1552,592
5631,4522
5631,1912
5631,4379
4522,4379
4379,1912
4522,1912
4373,337
4373,2824
2824,337
4468,3909
4468,4186
4186,3909
4254,3700
2028,1356
3929,1356
1556,1356
3138,1356
3929,3138
3929,1556
2028,1556
3138,2028
3138,1556
3724,403
5228,403
5228,3724
2299,1662
3957,2299
4418,1743
1743,686
4418,686
4141,690
3474,193
4025,3474
3474,2412
4025,193
4025,2412
2412,193
2087,1204
5249,3906
5187,816
2899,2060
3027,572
154,63
1525,614
4156,614
4128,614
3508,614
4128,3508
3508,1525
4156,3508
4156,4128
4128,1525
4156,1525
5364,1868
5364,800
1868,800
3806,2232
3806,2079
3806,3801
4128,3806
3806,3508
3806,806
3801,806
3801,2232
4128,3801
3801,3508
3801,2079
3508,2079
2232,2079
4128,2079
2079,806
4128,2232
4128,806
3508,2232
3508,806
2232,806
1392,1066
3699,1797
5294,2275
3464,1109
3409,1177
5404,1177
3939,1177
3332,1177
4901,1177
4901,3332
5404,3332
3939,3332
3409,3332
5404,4901
4901,3939
4901,3409
5404,3409
5404,3939
3939,3409
2400,676
5394,3930
5394,16
5394,4974
5394,4778
5394,3984
4974,3930
4974,3984
4974,4778
4974,16
3984,16
4778,3984
3984,3930
4778,3930
4778,16
3930,16
3407,2349
4421,2221
